ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medi-Cal,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medi-Cal / California Health & Wellness,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP_CASE-22901,OUTPATIENT,All Services for Outpatient Surgery for Exc abdl tum deep 5 cm/>,22901,,,,,,,,"$2,892.74 ",,,,,,"$2,892.74 ",,,,,"$2,892.74 ",,,,,,,,"$2,892.74 ",,"$2,892.74 ",,"$2,892.74 ",,,,,"$2,892.74 ",,,"$2,892.74 ","$2,892.74 "
OP_CASE-22902,OUTPATIENT,All Services for Outpatient Surgery for Exc abd les sc < 3 cm,22902,,,,,,,,"$1,716.60 ",,,,,,"$1,716.60 ",,,,,"$1,716.60 ",,,,,,,,"$1,716.60 ",,"$1,716.60 ",,"$1,716.60 ",,,,,"$1,716.60 ",,,"$1,716.60 ","$1,716.60 "
OP_CASE-22903,OUTPATIENT,All Services for Outpatient Surgery for Exc abd les sc 3 cm/>,22903,,,,,,,,"$2,892.74 ",,,,,,"$2,892.74 ",,,,,"$2,892.74 ",,,,,,,,"$2,892.74 ",,"$2,892.74 ",,"$2,892.74 ",,,,,"$2,892.74 ",,,"$2,892.74 ","$2,892.74 "
OP_CASE-22904,OUTPATIENT,All Services for Outpatient Surgery for Radical resect abd tumor<5cm,22904,,,,,,,,"$2,892.74 ",,,,,,"$2,892.74 ",,,,,"$2,892.74 ",,,,,,,,"$2,892.74 ",,"$2,892.74 ",,"$2,892.74 ",,,,,"$2,892.74 ",,,"$2,892.74 ","$2,892.74 "
OP_CASE-22905,OUTPATIENT,All Services for Outpatient Surgery for Rad resect abd tumor 5 cm/>,22905,,,,,,,,"$2,892.74 ",,,,,,"$2,892.74 ",,,,,"$2,892.74 ",,,,,,,,"$2,892.74 ",,"$2,892.74 ",,"$2,892.74 ",,,,,"$2,892.74 ",,,"$2,892.74 ","$2,892.74 "
OP_CASE-22999,OUTPATIENT,All Services for Outpatient Surgery for Abdomen surgery procedure,22999,,,,,,,,$251.46 ,,,,,,$251.46 ,,,,,$251.46 ,,,,,,,,$251.46 ,,$251.46 ,,$251.46 ,,,,,$251.46 ,,,$251.46 ,$251.46 
OP_CASE-23000,OUTPATIENT,All Services for Outpatient Surgery for Removal of calcium deposits,23000,,,,,,,,"$2,892.74 ",,,,,,"$2,892.74 ",,,,,"$2,892.74 ",,,,,,,,"$2,892.74 ",,"$2,892.74 ",,"$2,892.74 ",,,,,"$2,892.74 ",,,"$2,892.74 ","$2,892.74 "
OP_CASE-23020,OUTPATIENT,All Services for Outpatient Surgery for Release shoulder joint,23020,,,,,,,,"$3,455.06 ",,,,,,"$3,455.06 ",,,,,"$3,455.06 ",,,,,,,,"$3,455.06 ",,"$3,455.06 ",,"$3,455.06 ",,,,,"$3,455.06 ",,,"$3,455.06 ","$3,455.06 "
OP_CASE-23030,OUTPATIENT,All Services for Outpatient Surgery for Drain shoulder lesion,23030,,,,,,,,"$2,892.74 ",,,,,,"$2,892.74 ",,,,,"$2,892.74 ",,,,,,,,"$2,892.74 ",,"$2,892.74 ",,"$2,892.74 ",,,,,"$2,892.74 ",,,"$2,892.74 ","$2,892.74 "
OP_CASE-23031,OUTPATIENT,All Services for Outpatient Surgery for Drain shoulder bursa,23031,,,,,,,,"$2,892.74 ",,,,,,"$2,892.74 ",,,,,"$2,892.74 ",,,,,,,,"$2,892.74 ",,"$2,892.74 ",,"$2,892.74 ",,,,,"$2,892.74 ",,,"$2,892.74 ","$2,892.74 "
OP_CASE-23035,OUTPATIENT,All Services for Outpatient Surgery for Drain shoulder bone lesion,23035,,,,,,,,"$1,699.30 ",,,,,,"$1,699.30 ",,,,,"$1,699.30 ",,,,,,,,"$1,699.30 ",,"$1,699.30 ",,"$1,699.30 ",,,,,"$1,699.30 ",,,"$1,699.30 ","$1,699.30 "
OP_CASE-23040,OUTPATIENT,All Services for Outpatient Surgery for Exploratory shoulder surgery,23040,,,,,,,,"$3,455.06 ",,,,,,"$3,455.06 ",,,,,"$3,455.06 ",,,,,,,,"$3,455.06 ",,"$3,455.06 ",,"$3,455.06 ",,,,,"$3,455.06 ",,,"$3,455.06 ","$3,455.06 "
OP_CASE-23044,OUTPATIENT,All Services for Outpatient Surgery for Exploratory shoulder surgery,23044,,,,,,,,"$3,455.06 ",,,,,,"$3,455.06 ",,,,,"$3,455.06 ",,,,,,,,"$3,455.06 ",,"$3,455.06 ",,"$3,455.06 ",,,,,"$3,455.06 ",,,"$3,455.06 ","$3,455.06 "
OP_CASE-23065,OUTPATIENT,All Services for Outpatient Surgery for Biopsy shoulder tissues,23065,,,,,,,,"$1,716.60 ",,,,,,"$1,716.60 ",,,,,"$1,716.60 ",,,,,,,,"$1,716.60 ",,"$1,716.60 ",,"$1,716.60 ",,,,,"$1,716.60 ",,,"$1,716.60 ","$1,716.60 "
OP_CASE-23066,OUTPATIENT,All Services for Outpatient Surgery for Biopsy shoulder tissues,23066,,,,,,,,"$2,892.74 ",,,,,,"$2,892.74 ",,,,,"$2,892.74 ",,,,,,,,"$2,892.74 ",,"$2,892.74 ",,"$2,892.74 ",,,,,"$2,892.74 ",,,"$2,892.74 ","$2,892.74 "
OP_CASE-23071,OUTPATIENT,All Services for Outpatient Surgery for Exc shoulder les sc 3 cm/>,23071,,,,,,,,"$1,716.60 ",,,,,,"$1,716.60 ",,,,,"$1,716.60 ",,,,,,,,"$1,716.60 ",,"$1,716.60 ",,"$1,716.60 ",,,,,"$1,716.60 ",,,"$1,716.60 ","$1,716.60 "
OP_CASE-23073,OUTPATIENT,All Services for Outpatient Surgery for Exc shoulder tum deep 5 cm/>,23073,,,,,,,,"$2,892.74 ",,,,,,"$2,892.74 ",,,,,"$2,892.74 ",,,,,,,,"$2,892.74 ",,"$2,892.74 ",,"$2,892.74 ",,,,,"$2,892.74 ",,,"$2,892.74 ","$2,892.74 "
OP_CASE-23075,OUTPATIENT,All Services for Outpatient Surgery for Exc shoulder les sc < 3 cm,23075,,,,,,,,"$1,716.60 ",,,,,,"$1,716.60 ",,,,,"$1,716.60 ",,,,,,,,"$1,716.60 ",,"$1,716.60 ",,"$1,716.60 ",,,,,"$1,716.60 ",,,"$1,716.60 ","$1,716.60 "
OP_CASE-23076,OUTPATIENT,All Services for Outpatient Surgery for Exc shoulder tum deep < 5 cm,23076,,,,,,,,"$2,892.74 ",,,,,,"$2,892.74 ",,,,,"$2,892.74 ",,,,,,,,"$2,892.74 ",,"$2,892.74 ",,"$2,892.74 ",,,,,"$2,892.74 ",,,"$2,892.74 ","$2,892.74 "
OP_CASE-23077,OUTPATIENT,All Services for Outpatient Surgery for Resect shoulder tumor < 5 cm,23077,,,,,,,,"$2,892.74 ",,,,,,"$2,892.74 ",,,,,"$2,892.74 ",,,,,,,,"$2,892.74 ",,"$2,892.74 ",,"$2,892.74 ",,,,,"$2,892.74 ",,,"$2,892.74 ","$2,892.74 "
OP_CASE-23078,OUTPATIENT,All Services for Outpatient Surgery for Resect shoulder tumor 5 cm/>,23078,,,,,,,,"$2,892.74 ",,,,,,"$2,892.74 ",,,,,"$2,892.74 ",,,,,,,,"$2,892.74 ",,"$2,892.74 ",,"$2,892.74 ",,,,,"$2,892.74 ",,,"$2,892.74 ","$2,892.74 "
OP_CASE-23100,OUTPATIENT,All Services for Outpatient Surgery for Biopsy of shoulder joint,23100,,,,,,,,"$3,455.06 ",,,,,,"$3,455.06 ",,,,,"$3,455.06 ",,,,,,,,"$3,455.06 ",,"$3,455.06 ",,"$3,455.06 ",,,,,"$3,455.06 ",,,"$3,455.06 ","$3,455.06 "
OP_CASE-23101,OUTPATIENT,All Services for Outpatient Surgery for Shoulder joint surgery,23101,,,,,,,,"$3,455.06 ",,,,,,"$3,455.06 ",,,,,"$3,455.06 ",,,,,,,,"$3,455.06 ",,"$3,455.06 ",,"$3,455.06 ",,,,,"$3,455.06 ",,,"$3,455.06 ","$3,455.06 "
OP_CASE-23105,OUTPATIENT,All Services for Outpatient Surgery for Remove shoulder joint lining,23105,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23106,OUTPATIENT,All Services for Outpatient Surgery for Incision of collarbone joint,23106,,,,,,,,"$3,455.06 ",,,,,,"$3,455.06 ",,,,,"$3,455.06 ",,,,,,,,"$3,455.06 ",,"$3,455.06 ",,"$3,455.06 ",,,,,"$3,455.06 ",,,"$3,455.06 ","$3,455.06 "
OP_CASE-23107,OUTPATIENT,All Services for Outpatient Surgery for Explore treat shoulder joint,23107,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23120,OUTPATIENT,All Services for Outpatient Surgery for Partial removal collar bone,23120,,,,,,,"$7,402.00 ","$3,455.06 ",,,"$7,430.00 ","$4,941.00 ",,"$3,455.06 ","$8,258.00 ",,"$7,507.00 ","$6,626.00 ","$3,455.06 ",,,"$7,057.00 ",,,"$7,249.00 ",,"$3,455.06 ",,"$3,455.06 ",,"$3,455.06 ","$5,705.17 ",,,"$7,032.00 ","$3,455.06 ","$7,032.00 ","$7,032.00 ","$3,455.06 ","$8,258.00 "
OP_CASE-23125,OUTPATIENT,All Services for Outpatient Surgery for Removal of collar bone,23125,,,,,,,,"$3,455.06 ",,,,,,"$3,455.06 ",,,,,"$3,455.06 ",,,,,,,,"$3,455.06 ",,"$3,455.06 ",,"$3,455.06 ",,,,,"$3,455.06 ",,,"$3,455.06 ","$3,455.06 "
OP_CASE-23130,OUTPATIENT,All Services for Outpatient Surgery for Remove shoulder bone part,23130,,,,,,,,"$3,455.06 ",,,,,,"$3,455.06 ",,,,,"$3,455.06 ",,,,,,,,"$3,455.06 ",,"$3,455.06 ",,"$3,455.06 ",,,,,"$3,455.06 ",,,"$3,455.06 ","$3,455.06 "
OP_CASE-23140,OUTPATIENT,All Services for Outpatient Surgery for Removal of bone lesion,23140,,,,,,,,"$3,455.06 ",,,,,,"$3,455.06 ",,,,,"$3,455.06 ",,,,,,,,"$3,455.06 ",,"$3,455.06 ",,"$3,455.06 ",,,,,"$3,455.06 ",,,"$3,455.06 ","$3,455.06 "
OP_CASE-23145,OUTPATIENT,All Services for Outpatient Surgery for Removal of bone lesion,23145,,,,,,,,"$3,455.06 ",,,,,,"$3,455.06 ",,,,,"$3,455.06 ",,,,,,,,"$3,455.06 ",,"$3,455.06 ",,"$3,455.06 ",,,,,"$3,455.06 ",,,"$3,455.06 ","$3,455.06 "
OP_CASE-23146,OUTPATIENT,All Services for Outpatient Surgery for Removal of bone lesion,23146,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23150,OUTPATIENT,All Services for Outpatient Surgery for Removal of humerus lesion,23150,,,,,,,,"$3,455.06 ",,,,,,"$3,455.06 ",,,,,"$3,455.06 ",,,,,,,,"$3,455.06 ",,"$3,455.06 ",,"$3,455.06 ",,,,,"$3,455.06 ",,,"$3,455.06 ","$3,455.06 "
OP_CASE-23155,OUTPATIENT,All Services for Outpatient Surgery for Removal of humerus lesion,23155,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23156,OUTPATIENT,All Services for Outpatient Surgery for Removal of humerus lesion,23156,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23170,OUTPATIENT,All Services for Outpatient Surgery for Remove collar bone lesion,23170,,,,,,,,"$3,455.06 ",,,,,,"$3,455.06 ",,,,,"$3,455.06 ",,,,,,,,"$3,455.06 ",,"$3,455.06 ",,"$3,455.06 ",,,,,"$3,455.06 ",,,"$3,455.06 ","$3,455.06 "
OP_CASE-23172,OUTPATIENT,All Services for Outpatient Surgery for Remove shoulder blade lesion,23172,,,,,,,,"$3,455.06 ",,,,,,"$3,455.06 ",,,,,"$3,455.06 ",,,,,,,,"$3,455.06 ",,"$3,455.06 ",,"$3,455.06 ",,,,,"$3,455.06 ",,,"$3,455.06 ","$3,455.06 "
OP_CASE-23174,OUTPATIENT,All Services for Outpatient Surgery for Remove humerus lesion,23174,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23180,OUTPATIENT,All Services for Outpatient Surgery for Remove collar bone lesion,23180,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23182,OUTPATIENT,All Services for Outpatient Surgery for Remove shoulder blade lesion,23182,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23184,OUTPATIENT,All Services for Outpatient Surgery for Remove humerus lesion,23184,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23190,OUTPATIENT,All Services for Outpatient Surgery for Partial removal of scapula,23190,,,,,,,,"$3,455.06 ",,,,,,"$3,455.06 ",,,,,"$3,455.06 ",,,,,,,,"$3,455.06 ",,"$3,455.06 ",,"$3,455.06 ",,,,,"$3,455.06 ",,,"$3,455.06 ","$3,455.06 "
OP_CASE-23195,OUTPATIENT,All Services for Outpatient Surgery for Removal of head of humerus,23195,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23330,OUTPATIENT,All Services for Outpatient Surgery for Remove shoulder foreign body,23330,,,,,,,,$759.20 ,,,,,,$759.20 ,,,,,$759.20 ,,,,,,,,$759.20 ,,$759.20 ,,$759.20 ,,,,,$759.20 ,,,$759.20 ,$759.20 
OP_CASE-23333,OUTPATIENT,All Services for Outpatient Surgery for Remove shoulder fb deep,23333,,,,,,,,"$2,892.74 ",,,,,,"$2,892.74 ",,,,,"$2,892.74 ",,,,,,,,"$2,892.74 ",,"$2,892.74 ",,"$2,892.74 ",,,,,"$2,892.74 ",,,"$2,892.74 ","$2,892.74 "
OP_CASE-23334,OUTPATIENT,All Services for Outpatient Surgery for Shoulder prosthesis removal,23334,,,,,,,,"$2,892.74 ",,,,,,"$2,892.74 ",,,,,"$2,892.74 ",,,,,,,,"$2,892.74 ",,"$2,892.74 ",,"$2,892.74 ",,,,,"$2,892.74 ",,,"$2,892.74 ","$2,892.74 "
OP_CASE-23395,OUTPATIENT,All Services for Outpatient Surgery for Muscle transfer shoulder/arm,23395,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23397,OUTPATIENT,All Services for Outpatient Surgery for Muscle transfers,23397,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23400,OUTPATIENT,All Services for Outpatient Surgery for Fixation of shoulder blade,23400,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23405,OUTPATIENT,All Services for Outpatient Surgery for Incision of tendon & muscle,23405,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23406,OUTPATIENT,All Services for Outpatient Surgery for Incise tendon(s) & muscle(s),23406,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23410,OUTPATIENT,All Services for Outpatient Surgery for Repair rotator cuff acute,23410,,,,,,,"$10,842.00 ","$7,641.79 ",,,"$10,745.00 ","$7,146.00 ",,"$7,641.79 ","$12,121.00 ",,"$11,019.00 ","$9,727.00 ","$7,641.79 ",,,"$10,483.00 ",,,"$10,619.00 ",,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ","$8,371.84 ",,,"$10,300.00 ","$7,641.79 ","$10,300.00 ","$10,300.00 ","$7,146.00 ","$12,121.00 "
OP_CASE-23412,OUTPATIENT,All Services for Outpatient Surgery for Repair rotator cuff chronic,23412,,,,,,,"$10,505.00 ","$7,641.79 ",,,"$10,745.00 ","$7,146.00 ",,"$7,641.79 ","$12,121.00 ",,"$11,019.00 ","$9,727.00 ","$7,641.79 ",,,"$10,483.00 ",,,"$10,619.00 ",,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ","$8,371.84 ",,,,"$7,641.79 ",,,"$7,146.00 ","$12,121.00 "
OP_CASE-23415,OUTPATIENT,All Services for Outpatient Surgery for Release of shoulder ligament,23415,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23420,OUTPATIENT,All Services for Outpatient Surgery for Repair of shoulder,23420,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23430,OUTPATIENT,All Services for Outpatient Surgery for Repair biceps tendon,23430,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23440,OUTPATIENT,All Services for Outpatient Surgery for Remove/transplant tendon,23440,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23450,OUTPATIENT,All Services for Outpatient Surgery for Repair shoulder capsule,23450,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23455,OUTPATIENT,All Services for Outpatient Surgery for Repair shoulder capsule,23455,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23460,OUTPATIENT,All Services for Outpatient Surgery for Repair shoulder capsule,23460,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23462,OUTPATIENT,All Services for Outpatient Surgery for Repair shoulder capsule,23462,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23465,OUTPATIENT,All Services for Outpatient Surgery for Repair shoulder capsule,23465,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23466,OUTPATIENT,All Services for Outpatient Surgery for Repair shoulder capsule,23466,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23470,OUTPATIENT,All Services for Outpatient Surgery for Reconstruct shoulder joint,23470,,,,,,,,"$15,043.69 ",,,,,,"$15,043.69 ",,,,,"$15,043.69 ",,,,,,,,"$15,043.69 ",,"$15,043.69 ",,"$15,043.69 ",,,,,"$15,043.69 ",,,"$15,043.69 ","$15,043.69 "
OP_CASE-23472,OUTPATIENT,All Services for Outpatient Surgery for Reconstruct shoulder joint,23472,,,,,,,,"$15,043.69 ",,,,,,"$15,043.69 ",,,,,"$15,043.69 ",,,,,,,,"$15,043.69 ",,"$15,043.69 ",,"$15,043.69 ",,,,,"$15,043.69 ",,,"$15,043.69 ","$15,043.69 "
OP_CASE-23473,OUTPATIENT,All Services for Outpatient Surgery for Revis reconst shoulder joint,23473,,,,,,,,"$15,043.69 ",,,,,,"$15,043.69 ",,,,,"$15,043.69 ",,,,,,,,"$15,043.69 ",,"$15,043.69 ",,"$15,043.69 ",,,,,"$15,043.69 ",,,"$15,043.69 ","$15,043.69 "
OP_CASE-23480,OUTPATIENT,All Services for Outpatient Surgery for Revision of collar bone,23480,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23485,OUTPATIENT,All Services for Outpatient Surgery for Revision of collar bone,23485,,,,,,,,"$15,043.69 ",,,,,,"$15,043.69 ",,,,,"$15,043.69 ",,,,,,,,"$15,043.69 ",,"$15,043.69 ",,"$15,043.69 ",,,,,"$15,043.69 ",,,"$15,043.69 ","$15,043.69 "
OP_CASE-23490,OUTPATIENT,All Services for Outpatient Surgery for Reinforce clavicle,23490,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23491,OUTPATIENT,All Services for Outpatient Surgery for Reinforce shoulder bones,23491,,,,,,,,"$15,043.69 ",,,,,,"$15,043.69 ",,,,,"$15,043.69 ",,,,,,,,"$15,043.69 ",,"$15,043.69 ",,"$15,043.69 ",,,,,"$15,043.69 ",,,"$15,043.69 ","$15,043.69 "
OP_CASE-23500,OUTPATIENT,All Services for Outpatient Surgery for Treat clavicle fracture,23500,,,,,,,,$251.46 ,,,,,,$251.46 ,,,,,$251.46 ,,,,,,,,$251.46 ,,$251.46 ,,$251.46 ,,,,,$251.46 ,,,$251.46 ,$251.46 
OP_CASE-23505,OUTPATIENT,All Services for Outpatient Surgery for Treat clavicle fracture,23505,,,,,,,,"$1,699.30 ",,,,,,"$1,699.30 ",,,,,"$1,699.30 ",,,,,,,,"$1,699.30 ",,"$1,699.30 ",,"$1,699.30 ",,,,,"$1,699.30 ",,,"$1,699.30 ","$1,699.30 "
OP_CASE-23515,OUTPATIENT,All Services for Outpatient Surgery for Treat clavicle fracture,23515,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ","$34,167.00 ",,"$31,061.00 ","$27,411.00 ","$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$34,167.00 "
OP_CASE-23520,OUTPATIENT,All Services for Outpatient Surgery for Treat clavicle dislocation,23520,,,,,,,,"$1,699.30 ",,,,,,"$1,699.30 ",,,,,"$1,699.30 ",,,,,,,,"$1,699.30 ",,"$1,699.30 ",,"$1,699.30 ",,,,,"$1,699.30 ",,,"$1,699.30 ","$1,699.30 "
OP_CASE-23525,OUTPATIENT,All Services for Outpatient Surgery for Treat clavicle dislocation,23525,,,,,,,,$251.46 ,,,,,,$251.46 ,,,,,$251.46 ,,,,,,,,$251.46 ,,$251.46 ,,$251.46 ,,,,,$251.46 ,,,$251.46 ,$251.46 
OP_CASE-23530,OUTPATIENT,All Services for Outpatient Surgery for Treat clavicle dislocation,23530,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23532,OUTPATIENT,All Services for Outpatient Surgery for Treat clavicle dislocation,23532,,,,,,,,"$7,641.79 ",,,,,,"$7,641.79 ",,,,,"$7,641.79 ",,,,,,,,"$7,641.79 ",,"$7,641.79 ",,"$7,641.79 ",,,,,"$7,641.79 ",,,"$7,641.79 ","$7,641.79 "
OP_CASE-23540,OUTPATIENT,All Services for Outpatient Surgery for Treat clavicle dislocation,23540,,,,,,,,$251.46 ,,,,,,$251.46 ,,,,,$251.46 ,,,,,,,,$251.46 ,,$251.46 ,,$251.46 ,,,,,$251.46 ,,,$251.46 ,$251.46 
