Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem CalPERS EPO,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Partnership Health Plan,Stanford Advantage Medicare Adv_ HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
MSDRG-345,INPATIENT,All Inpatient Services for MS-DRG 345,,,,,,,,,"$13,963.66 ",,,,,,"$13,963.66 ",,,,,"$13,963.66 ",,,,,,,"$13,963.66 ",,"$13,963.66 ",,,"$13,963.66 ",,,,"$13,963.66 ",,,"$13,963.66 ","$13,963.66 "
MSDRG-346,INPATIENT,All Inpatient Services for MS-DRG 346,,,,,,,,,"$11,280.25 ",,,,,,"$11,280.25 ",,,,,"$11,280.25 ",,,,,,,"$11,280.25 ",,"$11,280.25 ",,,"$11,280.25 ",,,,"$11,280.25 ",,,"$11,280.25 ","$11,280.25 "
MSDRG-347,INPATIENT,All Inpatient Services for MS-DRG 347,,,,,,,,,"$21,798.98 ",,,,,,"$21,798.98 ",,,,,"$21,798.98 ",,,,,,,"$21,798.98 ",,"$21,798.98 ",,,"$21,798.98 ",,,,"$21,798.98 ",,,"$21,798.98 ","$21,798.98 "
MSDRG-348,INPATIENT,All Inpatient Services for MS-DRG 348,,,,,,,,,"$11,923.24 ",,,,,,"$11,923.24 ",,,,,"$11,923.24 ",,,,,,,"$11,923.24 ",,"$11,923.24 ",,,"$11,923.24 ",,,,"$11,923.24 ",,,"$11,923.24 ","$11,923.24 "
MSDRG-349,INPATIENT,All Inpatient Services for MS-DRG 349,,,,,,,,,"$8,661.40 ",,,,,,"$8,661.40 ",,,,,"$8,661.40 ",,,,,,,"$8,661.40 ",,"$8,661.40 ",,,"$8,661.40 ",,,,"$8,661.40 ",,,"$8,661.40 ","$8,661.40 "
MSDRG-350,INPATIENT,All Inpatient Services for MS-DRG 350,,,,,,,,,"$21,711.42 ",,,,,,"$21,711.42 ",,,,,"$21,711.42 ",,,,,,,"$21,711.42 ",,"$21,711.42 ",,,"$21,711.42 ",,,,"$21,711.42 ",,,"$21,711.42 ","$21,711.42 "
MSDRG-351,INPATIENT,All Inpatient Services for MS-DRG 351,,,,,,,,,"$13,202.15 ",,,,,,"$13,202.15 ",,,,,"$13,202.15 ",,,,,,,"$13,202.15 ",,"$13,202.15 ",,,"$13,202.15 ",,,,"$13,202.15 ",,,"$13,202.15 ","$13,202.15 "
MSDRG-352,INPATIENT,All Inpatient Services for MS-DRG 352,,,,,,,,,"$9,767.84 ",,,,,,"$9,767.84 ",,,,,"$9,767.84 ",,,,,,,"$9,767.84 ",,"$9,767.84 ",,,"$9,767.84 ",,,,"$9,767.84 ",,,"$9,767.84 ","$9,767.84 "
MSDRG-353,INPATIENT,All Inpatient Services for MS-DRG 353,,,,,,,,,"$26,753.66 ",,,,,,"$26,753.66 ",,,,,"$26,753.66 ",,,,,,,"$26,753.66 ",,"$26,753.66 ",,,"$26,753.66 ",,,,"$26,753.66 ",,,"$26,753.66 ","$26,753.66 "
MSDRG-354,INPATIENT,All Inpatient Services for MS-DRG 354,,,,,,,,,"$15,785.62 ",,,,,,"$15,785.62 ",,,,,"$15,785.62 ",,,,,,,"$15,785.62 ",,"$15,785.62 ",,,"$15,785.62 ",,,,"$15,785.62 ",,,"$15,785.62 ","$15,785.62 "
MSDRG-355,INPATIENT,All Inpatient Services for MS-DRG 355,,,,,,,,,"$12,030.26 ",,,,,,"$12,030.26 ",,,,,"$12,030.26 ",,,,,,,"$12,030.26 ",,"$12,030.26 ",,,"$12,030.26 ",,,,"$12,030.26 ",,,"$12,030.26 ","$12,030.26 "
MSDRG-356,INPATIENT,All Inpatient Services for MS-DRG 356,,,,,,,,,"$38,100.24 ",,,,,,"$38,100.24 ",,,,,"$38,100.24 ",,,,,,,"$38,100.24 ",,"$38,100.24 ",,,"$38,100.24 ",,,,"$38,100.24 ",,,"$38,100.24 ","$38,100.24 "
MSDRG-357,INPATIENT,All Inpatient Services for MS-DRG 357,,,,,,,,,"$20,063.70 ",,,,,,"$20,063.70 ",,,,,"$20,063.70 ",,,,,,,"$20,063.70 ",,"$20,063.70 ",,,"$20,063.70 ",,,,"$20,063.70 ",,,"$20,063.70 ","$20,063.70 "
MSDRG-358,INPATIENT,All Inpatient Services for MS-DRG 358,,,,,,,,,"$11,932.09 ",,,,,,"$11,932.09 ",,,,,"$11,932.09 ",,,,,,,"$11,932.09 ",,"$11,932.09 ",,,"$11,932.09 ",,,,"$11,932.09 ",,,"$11,932.09 ","$11,932.09 "
MSDRG-368,INPATIENT,All Inpatient Services for MS-DRG 368,,,,,,,,,"$17,238.77 ",,,,,,"$17,238.77 ",,,,,"$17,238.77 ",,,,,,,"$17,238.77 ",,"$17,238.77 ",,,"$17,238.77 ",,,,"$17,238.77 ",,,"$17,238.77 ","$17,238.77 "
MSDRG-369,INPATIENT,All Inpatient Services for MS-DRG 369,,,,,,,,,"$9,527.27 ",,,,,,"$9,527.27 ",,,,,"$9,527.27 ",,,,,,,"$9,527.27 ",,"$9,527.27 ",,,"$9,527.27 ",,,,"$9,527.27 ",,,"$9,527.27 ","$9,527.27 "
MSDRG-370,INPATIENT,All Inpatient Services for MS-DRG 370,,,,,,,,,"$6,616.55 ",,,,,,"$6,616.55 ",,,,,"$6,616.55 ",,,,,,,"$6,616.55 ",,"$6,616.55 ",,,"$6,616.55 ",,,,"$6,616.55 ",,,"$6,616.55 ","$6,616.55 "
MSDRG-371,INPATIENT,All Inpatient Services for MS-DRG 371,,,,,,,,,"$15,311.56 ",,,,,,"$15,311.56 ",,,,,"$15,311.56 ",,,,,,,"$15,311.56 ",,"$15,311.56 ",,,"$15,311.56 ",,,,"$15,311.56 ",,,"$15,311.56 ","$15,311.56 "
MSDRG-372,INPATIENT,All Inpatient Services for MS-DRG 372,,,,,,,,,"$9,103.62 ",,,,,,"$9,103.62 ",,,,,"$9,103.62 ",,,,,,,"$9,103.62 ",,"$9,103.62 ",,,"$9,103.62 ",,,,"$9,103.62 ",,,"$9,103.62 ","$9,103.62 "
MSDRG-373,INPATIENT,All Inpatient Services for MS-DRG 373,,,,,,,,,"$6,585.60 ",,,,,,"$6,585.60 ",,,,,"$6,585.60 ",,,,,,,"$6,585.60 ",,"$6,585.60 ",,,"$6,585.60 ",,,,"$6,585.60 ",,,"$6,585.60 ","$6,585.60 "
MSDRG-374,INPATIENT,All Inpatient Services for MS-DRG 374,,,,,,,,,"$18,340.79 ",,,,,,"$18,340.79 ",,,,,"$18,340.79 ",,,,,,,"$18,340.79 ",,"$18,340.79 ",,,"$18,340.79 ",,,,"$18,340.79 ",,,"$18,340.79 ","$18,340.79 "
MSDRG-375,INPATIENT,All Inpatient Services for MS-DRG 375,,,,,,,,,"$10,680.59 ",,,,,,"$10,680.59 ",,,,,"$10,680.59 ",,,,,,,"$10,680.59 ",,"$10,680.59 ",,,"$10,680.59 ",,,,"$10,680.59 ",,,"$10,680.59 ","$10,680.59 "
MSDRG-376,INPATIENT,All Inpatient Services for MS-DRG 376,,,,,,,,,"$7,950.30 ",,,,,,"$7,950.30 ",,,,,"$7,950.30 ",,,,,,,"$7,950.30 ",,"$7,950.30 ",,,"$7,950.30 ",,,,"$7,950.30 ",,,"$7,950.30 ","$7,950.30 "
MSDRG-377,INPATIENT,All Inpatient Services for MS-DRG 377,,,,,,,,,"$15,930.67 ",,,,,,"$15,930.67 ",,,,,"$15,930.67 ",,,,,,,"$15,930.67 ",,"$15,930.67 ",,,"$15,930.67 ",,,,"$15,930.67 ",,,"$15,930.67 ","$15,930.67 "
MSDRG-378,INPATIENT,All Inpatient Services for MS-DRG 378,,,,,,,,,"$8,786.99 ",,,,,,"$8,786.99 ",,,,,"$8,786.99 ",,,,,,,"$8,786.99 ",,"$8,786.99 ",,,"$8,786.99 ",,,,"$8,786.99 ",,,"$8,786.99 ","$8,786.99 "
MSDRG-379,INPATIENT,All Inpatient Services for MS-DRG 379,,,,,,,,,"$5,635.70 ",,,,,,"$5,635.70 ",,,,,"$5,635.70 ",,,,,,,"$5,635.70 ",,"$5,635.70 ",,,"$5,635.70 ",,,,"$5,635.70 ",,,"$5,635.70 ","$5,635.70 "
MSDRG-380,INPATIENT,All Inpatient Services for MS-DRG 380,,,,,,,,,"$16,685.99 ",,,,,,"$16,685.99 ",,,,,"$16,685.99 ",,,,,,,"$16,685.99 ",,"$16,685.99 ",,,"$16,685.99 ",,,,"$16,685.99 ",,,"$16,685.99 ","$16,685.99 "
MSDRG-381,INPATIENT,All Inpatient Services for MS-DRG 381,,,,,,,,,"$9,368.96 ",,,,,,"$9,368.96 ",,,,,"$9,368.96 ",,,,,,,"$9,368.96 ",,"$9,368.96 ",,,"$9,368.96 ",,,,"$9,368.96 ",,,"$9,368.96 ","$9,368.96 "
MSDRG-382,INPATIENT,All Inpatient Services for MS-DRG 382,,,,,,,,,"$6,797.87 ",,,,,,"$6,797.87 ",,,,,"$6,797.87 ",,,,,,,"$6,797.87 ",,"$6,797.87 ",,,"$6,797.87 ",,,,"$6,797.87 ",,,"$6,797.87 ","$6,797.87 "
MSDRG-383,INPATIENT,All Inpatient Services for MS-DRG 383,,,,,,,,,"$11,609.26 ",,,,,,"$11,609.26 ",,,,,"$11,609.26 ",,,,,,,"$11,609.26 ",,"$11,609.26 ",,,"$11,609.26 ",,,,"$11,609.26 ",,,"$11,609.26 ","$11,609.26 "
MSDRG-384,INPATIENT,All Inpatient Services for MS-DRG 384,,,,,,,,,"$7,896.35 ",,,,,,"$7,896.35 ",,,,,"$7,896.35 ",,,,,,,"$7,896.35 ",,"$7,896.35 ",,,"$7,896.35 ",,,,"$7,896.35 ",,,"$7,896.35 ","$7,896.35 "
MSDRG-385,INPATIENT,All Inpatient Services for MS-DRG 385,,,,,,,,,"$14,348.40 ",,,,,,"$14,348.40 ",,,,,"$14,348.40 ",,,,,,,"$14,348.40 ",,"$14,348.40 ",,,"$14,348.40 ",,,,"$14,348.40 ",,,"$14,348.40 ","$14,348.40 "
MSDRG-386,INPATIENT,All Inpatient Services for MS-DRG 386,,,,,,,,,"$8,801.14 ",,,,,,"$8,801.14 ",,,,,"$8,801.14 ",,,,,,,"$8,801.14 ",,"$8,801.14 ",,,"$8,801.14 ",,,,"$8,801.14 ",,,"$8,801.14 ","$8,801.14 "
MSDRG-387,INPATIENT,All Inpatient Services for MS-DRG 387,,,,,,,,,"$6,321.15 ",,,,,,"$6,321.15 ",,,,,"$6,321.15 ",,,,,,,"$6,321.15 ",,"$6,321.15 ",,,"$6,321.15 ",,,,"$6,321.15 ",,,"$6,321.15 ","$6,321.15 "
MSDRG-388,INPATIENT,All Inpatient Services for MS-DRG 388,,,,,,,,,"$13,395.85 ",,,,,,"$13,395.85 ",,,,,"$13,395.85 ",,,,,,,"$13,395.85 ",,"$13,395.85 ",,,"$13,395.85 ",,,,"$13,395.85 ",,,"$13,395.85 ","$13,395.85 "
MSDRG-389,INPATIENT,All Inpatient Services for MS-DRG 389,,,,,,,,,"$7,280.77 ",,,,,,"$7,280.77 ",,,,,"$7,280.77 ",,,,,,,"$7,280.77 ",,"$7,280.77 ",,,"$7,280.77 ",,,,"$7,280.77 ",,,"$7,280.77 ","$7,280.77 "
MSDRG-390,INPATIENT,All Inpatient Services for MS-DRG 390,,,,,,,,,"$5,157.22 ",,,,,,"$5,157.22 ",,,,,"$5,157.22 ",,,,,,,"$5,157.22 ",,"$5,157.22 ",,,"$5,157.22 ",,,,"$5,157.22 ",,,"$5,157.22 ","$5,157.22 "
MSDRG-391,INPATIENT,All Inpatient Services for MS-DRG 391,,,,,,,,,"$11,048.52 ",,,,,,"$11,048.52 ",,,,,"$11,048.52 ",,,,,,,"$11,048.52 ",,"$11,048.52 ",,,"$11,048.52 ",,,,"$11,048.52 ",,,"$11,048.52 ","$11,048.52 "
MSDRG-392,INPATIENT,All Inpatient Services for MS-DRG 392,,,,,,,,,"$6,773.10 ",,,,,,"$6,773.10 ",,,,,"$6,773.10 ",,,,,,,"$6,773.10 ",,"$6,773.10 ",,,"$6,773.10 ",,,,"$6,773.10 ",,,"$6,773.10 ","$6,773.10 "
MSDRG-393,INPATIENT,All Inpatient Services for MS-DRG 393,,,,,,,,,"$14,692.45 ",,,,,,"$14,692.45 ",,,,,"$14,692.45 ",,,,,,,"$14,692.45 ",,"$14,692.45 ",,,"$14,692.45 ",,,,"$14,692.45 ",,,"$14,692.45 ","$14,692.45 "
MSDRG-394,INPATIENT,All Inpatient Services for MS-DRG 394,,,,,,,,,"$8,321.77 ",,,,,,"$8,321.77 ",,,,,"$8,321.77 ",,,,,,,"$8,321.77 ",,"$8,321.77 ",,,"$8,321.77 ",,,,"$8,321.77 ",,,"$8,321.77 ","$8,321.77 "
MSDRG-395,INPATIENT,All Inpatient Services for MS-DRG 395,,,,,,,,,"$5,762.18 ",,,,,,"$5,762.18 ",,,,,"$5,762.18 ",,,,,,,"$5,762.18 ",,"$5,762.18 ",,,"$5,762.18 ",,,,"$5,762.18 ",,,"$5,762.18 ","$5,762.18 "
MSDRG-405,INPATIENT,All Inpatient Services for MS-DRG 405,,,,,,,,,"$50,746.08 ",,,,,,"$50,746.08 ",,,,,"$50,746.08 ",,,,,,,"$50,746.08 ",,"$50,746.08 ",,,"$50,746.08 ",,,,"$50,746.08 ",,,"$50,746.08 ","$50,746.08 "
MSDRG-406,INPATIENT,All Inpatient Services for MS-DRG 406,,,,,,,,,"$25,480.06 ",,,,,,"$25,480.06 ",,,,,"$25,480.06 ",,,,,,,"$25,480.06 ",,"$25,480.06 ",,,"$25,480.06 ",,,,"$25,480.06 ",,,"$25,480.06 ","$25,480.06 "
MSDRG-407,INPATIENT,All Inpatient Services for MS-DRG 407,,,,,,,,,"$18,732.60 ",,,,,,"$18,732.60 ",,,,,"$18,732.60 ",,,,,,,"$18,732.60 ",,"$18,732.60 ",,,"$18,732.60 ",,,,"$18,732.60 ",,,"$18,732.60 ","$18,732.60 "
MSDRG-408,INPATIENT,All Inpatient Services for MS-DRG 408,,,,,,,,,"$33,192.44 ",,,,,,"$33,192.44 ",,,,,"$33,192.44 ",,,,,,,"$33,192.44 ",,"$33,192.44 ",,,"$33,192.44 ",,,,"$33,192.44 ",,,"$33,192.44 ","$33,192.44 "
MSDRG-409,INPATIENT,All Inpatient Services for MS-DRG 409,,,,,,,,,"$18,718.45 ",,,,,,"$18,718.45 ",,,,,"$18,718.45 ",,,,,,,"$18,718.45 ",,"$18,718.45 ",,,"$18,718.45 ",,,,"$18,718.45 ",,,"$18,718.45 ","$18,718.45 "
MSDRG-410,INPATIENT,All Inpatient Services for MS-DRG 410,,,,,,,,,"$13,870.79 ",,,,,,"$13,870.79 ",,,,,"$13,870.79 ",,,,,,,"$13,870.79 ",,"$13,870.79 ",,,"$13,870.79 ",,,,"$13,870.79 ",,,"$13,870.79 ","$13,870.79 "
MSDRG-411,INPATIENT,All Inpatient Services for MS-DRG 411,,,,,,,,,"$33,197.75 ",,,,,,"$33,197.75 ",,,,,"$33,197.75 ",,,,,,,"$33,197.75 ",,"$33,197.75 ",,,"$33,197.75 ",,,,"$33,197.75 ",,,"$33,197.75 ","$33,197.75 "
MSDRG-412,INPATIENT,All Inpatient Services for MS-DRG 412,,,,,,,,,"$20,143.30 ",,,,,,"$20,143.30 ",,,,,"$20,143.30 ",,,,,,,"$20,143.30 ",,"$20,143.30 ",,,"$20,143.30 ",,,,"$20,143.30 ",,,"$20,143.30 ","$20,143.30 "
MSDRG-413,INPATIENT,All Inpatient Services for MS-DRG 413,,,,,,,,,"$15,308.91 ",,,,,,"$15,308.91 ",,,,,"$15,308.91 ",,,,,,,"$15,308.91 ",,"$15,308.91 ",,,"$15,308.91 ",,,,"$15,308.91 ",,,"$15,308.91 ","$15,308.91 "
MSDRG-414,INPATIENT,All Inpatient Services for MS-DRG 414,,,,,,,,,"$32,090.42 ",,,,,,"$32,090.42 ",,,,,"$32,090.42 ",,,,,,,"$32,090.42 ",,"$32,090.42 ",,,"$32,090.42 ",,,,"$32,090.42 ",,,"$32,090.42 ","$32,090.42 "
MSDRG-415,INPATIENT,All Inpatient Services for MS-DRG 415,,,,,,,,,"$17,969.33 ",,,,,,"$17,969.33 ",,,,,"$17,969.33 ",,,,,,,"$17,969.33 ",,"$17,969.33 ",,,"$17,969.33 ",,,,"$17,969.33 ",,,"$17,969.33 ","$17,969.33 "
MSDRG-416,INPATIENT,All Inpatient Services for MS-DRG 416,,,,,,,,,"$12,579.50 ",,,,,,"$12,579.50 ",,,,,"$12,579.50 ",,,,,,,"$12,579.50 ",,"$12,579.50 ",,,"$12,579.50 ",,,,"$12,579.50 ",,,"$12,579.50 ","$12,579.50 "
MSDRG-417,INPATIENT,All Inpatient Services for MS-DRG 417,,,,,,,,,"$21,441.67 ",,,,,,"$21,441.67 ",,,,,"$21,441.67 ",,,,,,,"$21,441.67 ",,"$21,441.67 ",,,"$21,441.67 ",,,,"$21,441.67 ",,,"$21,441.67 ","$21,441.67 "
MSDRG-418,INPATIENT,All Inpatient Services for MS-DRG 418,,,,,,,,,"$14,938.32 ",,,,,,"$14,938.32 ",,,,,"$14,938.32 ",,,,,,,"$14,938.32 ",,"$14,938.32 ",,,"$14,938.32 ",,,,"$14,938.32 ",,,"$14,938.32 ","$14,938.32 "
MSDRG-419,INPATIENT,All Inpatient Services for MS-DRG 419,,,,,,,,,"$11,633.14 ",,,,,,"$11,633.14 ",,,,,"$11,633.14 ",,,,,,,"$11,633.14 ",,"$11,633.14 ",,,"$11,633.14 ",,,,"$11,633.14 ",,,"$11,633.14 ","$11,633.14 "
MSDRG-420,INPATIENT,All Inpatient Services for MS-DRG 420,,,,,,,,,"$31,101.61 ",,,,,,"$31,101.61 ",,,,,"$31,101.61 ",,,,,,,"$31,101.61 ",,"$31,101.61 ",,,"$31,101.61 ",,,,"$31,101.61 ",,,"$31,101.61 ","$31,101.61 "
MSDRG-421,INPATIENT,All Inpatient Services for MS-DRG 421,,,,,,,,,"$16,870.84 ",,,,,,"$16,870.84 ",,,,,"$16,870.84 ",,,,,,,"$16,870.84 ",,"$16,870.84 ",,,"$16,870.84 ",,,,"$16,870.84 ",,,"$16,870.84 ","$16,870.84 "
MSDRG-422,INPATIENT,All Inpatient Services for MS-DRG 422,,,,,,,,,"$12,856.33 ",,,,,,"$12,856.33 ",,,,,"$12,856.33 ",,,,,,,"$12,856.33 ",,"$12,856.33 ",,,"$12,856.33 ",,,,"$12,856.33 ",,,"$12,856.33 ","$12,856.33 "
MSDRG-423,INPATIENT,All Inpatient Services for MS-DRG 423,,,,,,,,,"$37,022.10 ",,,,,,"$37,022.10 ",,,,,"$37,022.10 ",,,,,,,"$37,022.10 ",,"$37,022.10 ",,,"$37,022.10 ",,,,"$37,022.10 ",,,"$37,022.10 ","$37,022.10 "
MSDRG-424,INPATIENT,All Inpatient Services for MS-DRG 424,,,,,,,,,"$20,201.67 ",,,,,,"$20,201.67 ",,,,,"$20,201.67 ",,,,,,,"$20,201.67 ",,"$20,201.67 ",,,"$20,201.67 ",,,,"$20,201.67 ",,,"$20,201.67 ","$20,201.67 "
MSDRG-425,INPATIENT,All Inpatient Services for MS-DRG 425,,,,,,,,,"$13,644.38 ",,,,,,"$13,644.38 ",,,,,"$13,644.38 ",,,,,,,"$13,644.38 ",,"$13,644.38 ",,,"$13,644.38 ",,,,"$13,644.38 ",,,"$13,644.38 ","$13,644.38 "
MSDRG-432,INPATIENT,All Inpatient Services for MS-DRG 432,,,,,,,,,"$16,634.69 ",,,,,,"$16,634.69 ",,,,,"$16,634.69 ",,,,,,,"$16,634.69 ",,"$16,634.69 ",,,"$16,634.69 ",,,,"$16,634.69 ",,,"$16,634.69 ","$16,634.69 "
MSDRG-433,INPATIENT,All Inpatient Services for MS-DRG 433,,,,,,,,,"$9,108.93 ",,,,,,"$9,108.93 ",,,,,"$9,108.93 ",,,,,,,"$9,108.93 ",,"$9,108.93 ",,,"$9,108.93 ",,,,"$9,108.93 ",,,"$9,108.93 ","$9,108.93 "
MSDRG-434,INPATIENT,All Inpatient Services for MS-DRG 434,,,,,,,,,"$5,489.77 ",,,,,,"$5,489.77 ",,,,,"$5,489.77 ",,,,,,,"$5,489.77 ",,"$5,489.77 ",,,"$5,489.77 ",,,,"$5,489.77 ",,,"$5,489.77 ","$5,489.77 "
MSDRG-435,INPATIENT,All Inpatient Services for MS-DRG 435,,,,,,,,,"$15,507.91 ",,,,,,"$15,507.91 ",,,,,"$15,507.91 ",,,,,,,"$15,507.91 ",,"$15,507.91 ",,,"$15,507.91 ",,,,"$15,507.91 ",,,"$15,507.91 ","$15,507.91 "
MSDRG-436,INPATIENT,All Inpatient Services for MS-DRG 436,,,,,,,,,"$9,919.08 ",,,,,,"$9,919.08 ",,,,,"$9,919.08 ",,,,,,,"$9,919.08 ",,"$9,919.08 ",,,"$9,919.08 ",,,,"$9,919.08 ",,,"$9,919.08 ","$9,919.08 "
MSDRG-437,INPATIENT,All Inpatient Services for MS-DRG 437,,,,,,,,,"$7,923.77 ",,,,,,"$7,923.77 ",,,,,"$7,923.77 ",,,,,,,"$7,923.77 ",,"$7,923.77 ",,,"$7,923.77 ",,,,"$7,923.77 ",,,"$7,923.77 ","$7,923.77 "
MSDRG-438,INPATIENT,All Inpatient Services for MS-DRG 438,,,,,,,,,"$14,131.71 ",,,,,,"$14,131.71 ",,,,,"$14,131.71 ",,,,,,,"$14,131.71 ",,"$14,131.71 ",,,"$14,131.71 ",,,,"$14,131.71 ",,,"$14,131.71 ","$14,131.71 "
MSDRG-439,INPATIENT,All Inpatient Services for MS-DRG 439,,,,,,,,,"$7,475.35 ",,,,,,"$7,475.35 ",,,,,"$7,475.35 ",,,,,,,"$7,475.35 ",,"$7,475.35 ",,,"$7,475.35 ",,,,"$7,475.35 ",,,"$7,475.35 ","$7,475.35 "
MSDRG-440,INPATIENT,All Inpatient Services for MS-DRG 440,,,,,,,,,"$5,362.41 ",,,,,,"$5,362.41 ",,,,,"$5,362.41 ",,,,,,,"$5,362.41 ",,"$5,362.41 ",,,"$5,362.41 ",,,,"$5,362.41 ",,,"$5,362.41 ","$5,362.41 "
MSDRG-441,INPATIENT,All Inpatient Services for MS-DRG 441,,,,,,,,,"$16,623.20 ",,,,,,"$16,623.20 ",,,,,"$16,623.20 ",,,,,,,"$16,623.20 ",,"$16,623.20 ",,,"$16,623.20 ",,,,"$16,623.20 ",,,"$16,623.20 ","$16,623.20 "
MSDRG-442,INPATIENT,All Inpatient Services for MS-DRG 442,,,,,,,,,"$8,225.36 ",,,,,,"$8,225.36 ",,,,,"$8,225.36 ",,,,,,,"$8,225.36 ",,"$8,225.36 ",,,"$8,225.36 ",,,,"$8,225.36 ",,,"$8,225.36 ","$8,225.36 "
MSDRG-443,INPATIENT,All Inpatient Services for MS-DRG 443,,,,,,,,,"$5,865.66 ",,,,,,"$5,865.66 ",,,,,"$5,865.66 ",,,,,,,"$5,865.66 ",,"$5,865.66 ",,,"$5,865.66 ",,,,"$5,865.66 ",,,"$5,865.66 ","$5,865.66 "
MSDRG-444,INPATIENT,All Inpatient Services for MS-DRG 444,,,,,,,,,"$14,784.43 ",,,,,,"$14,784.43 ",,,,,"$14,784.43 ",,,,,,,"$14,784.43 ",,"$14,784.43 ",,,"$14,784.43 ",,,,"$14,784.43 ",,,"$14,784.43 ","$14,784.43 "
MSDRG-445,INPATIENT,All Inpatient Services for MS-DRG 445,,,,,,,,,"$9,529.92 ",,,,,,"$9,529.92 ",,,,,"$9,529.92 ",,,,,,,"$9,529.92 ",,"$9,529.92 ",,,"$9,529.92 ",,,,"$9,529.92 ",,,"$9,529.92 ","$9,529.92 "
MSDRG-446,INPATIENT,All Inpatient Services for MS-DRG 446,,,,,,,,,"$7,222.40 ",,,,,,"$7,222.40 ",,,,,"$7,222.40 ",,,,,,,"$7,222.40 ",,"$7,222.40 ",,,"$7,222.40 ",,,,"$7,222.40 ",,,"$7,222.40 ","$7,222.40 "
MSDRG-453,INPATIENT,All Inpatient Services for MS-DRG 453,,,,,,,,,"$81,263.06 ",,,,,,"$81,263.06 ",,,,,"$81,263.06 ",,,,,,,"$81,263.06 ",,"$81,263.06 ",,,"$81,263.06 ",,,,"$81,263.06 ",,,"$81,263.06 ","$81,263.06 "
MSDRG-454,INPATIENT,All Inpatient Services for MS-DRG 454,,,,,,,,,"$53,890.29 ",,,,,,"$53,890.29 ",,,,,"$53,890.29 ",,,,,,,"$53,890.29 ",,"$53,890.29 ",,,"$53,890.29 ",,,,"$53,890.29 ",,,"$53,890.29 ","$53,890.29 "
MSDRG-455,INPATIENT,All Inpatient Services for MS-DRG 455,,,,,,,,,"$42,288.10 ",,,,,,"$42,288.10 ",,,,,"$42,288.10 ",,,,,,,"$42,288.10 ",,"$42,288.10 ",,,"$42,288.10 ",,,,"$42,288.10 ",,,"$42,288.10 ","$42,288.10 "
MSDRG-456,INPATIENT,All Inpatient Services for MS-DRG 456,,,,,,,,,"$76,062.51 ",,,,,,"$76,062.51 ",,,,,"$76,062.51 ",,,,,,,"$76,062.51 ",,"$76,062.51 ",,,"$76,062.51 ",,,,"$76,062.51 ",,,"$76,062.51 ","$76,062.51 "
MSDRG-457,INPATIENT,All Inpatient Services for MS-DRG 457,,,,,,,,,"$57,452.84 ",,,,,,"$57,452.84 ",,,,,"$57,452.84 ",,,,,,,"$57,452.84 ",,"$57,452.84 ",,,"$57,452.84 ",,,,"$57,452.84 ",,,"$57,452.84 ","$57,452.84 "
MSDRG-458,INPATIENT,All Inpatient Services for MS-DRG 458,,,,,,,,,"$44,289.61 ",,,,,,"$44,289.61 ",,,,,"$44,289.61 ",,,,,,,"$44,289.61 ",,"$44,289.61 ",,,"$44,289.61 ",,,,"$44,289.61 ",,,"$44,289.61 ","$44,289.61 "
MSDRG-459,INPATIENT,All Inpatient Services for MS-DRG 459,,,,,,,,,"$59,554.29 ",,,,,,"$59,554.29 ",,,,,"$59,554.29 ",,,,,,,"$59,554.29 ",,"$59,554.29 ",,,"$59,554.29 ",,,,"$59,554.29 ",,,"$59,554.29 ","$59,554.29 "
MSDRG-460,INPATIENT,All Inpatient Services for MS-DRG 460,,,,,,,,,"$34,764.99 ",,,,,,"$34,764.99 ",,,,,"$34,764.99 ",,,,,,,"$34,764.99 ",,"$34,764.99 ",,,"$34,764.99 ",,,,"$34,764.99 ",,,"$34,764.99 ","$34,764.99 "
MSDRG-461,INPATIENT,All Inpatient Services for MS-DRG 461,,,,,,,,,"$53,789.46 ",,,,,,"$53,789.46 ",,,,,"$53,789.46 ",,,,,,,"$53,789.46 ",,"$53,789.46 ",,,"$53,789.46 ",,,,"$53,789.46 ",,,"$53,789.46 ","$53,789.46 "
