Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Alignment Medicare Adv_ HMO / PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Anthem Medicare Adv_ HMO / PPO,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Blue Shield Medicare Adv_ HMO / PPO,Central California Alliance for Health,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,Health Net Medicare Adv_ HMO / PPO,HealthSmart PPO,Humana Medicare Adv_ HMO,Multiplan PPO,Stanford Advantage Medicare Adv_ HMO,Sutter Health Plus HMO,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United Medicare Adv_ HMO and PPO,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP_RX-81000000-ERX30869,OUTPATIENT,SODIUM & POTASSIUM BICARBONATE TBEF,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX3087,OUTPATIENT,BISACODYL 10MG SUPP,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX30935,OUTPATIENT,"BUPIVACAINE/EPINEPHRINE 0.25%-1:200,000 SOLN 50 ML VIAL",,,250,$85.05 ,$68.04 ,$69.74 ,$64.64 ,$63.79 ,,$69.74 ,$64.64 ,$63.79 ,$47.63 ,,$69.74 ,$64.64 ,$63.79 ,$51.03 ,,,$69.74 ,$64.64 ,$63.79 ,$69.74 ,$63.79 ,$62.94 ,,$73.14 ,,$74.84 ,,$53.58 ,$69.74 ,$66.34 ,$62.94 ,,$64.64 ,$55.28 ,$47.63 ,$74.84 
OP_RX-81000000-ERX30943,OUTPATIENT,"BUPIVACAINE/EPINEPHRINE 0.5%-1:200,000 SOLN",,,250,$75.00 ,$60.00 ,$61.50 ,$57.00 ,$56.25 ,,$61.50 ,$57.00 ,$56.25 ,$42.00 ,,$61.50 ,$57.00 ,$56.25 ,$45.00 ,,,$61.50 ,$57.00 ,$56.25 ,$61.50 ,$56.25 ,$55.50 ,,$64.50 ,,$66.00 ,,$47.25 ,$61.50 ,$58.50 ,$55.50 ,,$57.00 ,$48.75 ,$42.00 ,$66.00 
OP_RX-81000000-ERX309773,OUTPATIENT,KETAMINE 30MG/3ML SOSY,,,250,$90.00 ,$72.00 ,$73.80 ,$68.40 ,$67.50 ,,$73.80 ,$68.40 ,$67.50 ,$50.40 ,,$73.80 ,$68.40 ,$67.50 ,$54.00 ,,,$73.80 ,$68.40 ,$67.50 ,$73.80 ,$67.50 ,$66.60 ,,$77.40 ,,$79.20 ,,$56.70 ,$73.80 ,$70.20 ,$66.60 ,,$68.40 ,$58.50 ,$50.40 ,$79.20 
OP_RX-81000000-ERX31108,OUTPATIENT,CIPROFLOXACIN 250MG TABS,,,250,$24.40 ,$19.52 ,$20.01 ,$18.54 ,$18.30 ,,$20.01 ,$18.54 ,$18.30 ,$13.66 ,,$20.01 ,$18.54 ,$18.30 ,$14.64 ,,,$20.01 ,$18.54 ,$18.30 ,$20.01 ,$18.30 ,$18.06 ,,$20.98 ,,$21.47 ,,$15.37 ,$20.01 ,$19.03 ,$18.06 ,,$18.54 ,$15.86 ,$13.66 ,$21.47 
OP_RX-81000000-ERX31109,OUTPATIENT,TEMAZEPAM 7.5MG CAPS,,,250,$40.00 ,$32.00 ,$32.80 ,$30.40 ,$30.00 ,,$32.80 ,$30.40 ,$30.00 ,$22.40 ,,$32.80 ,$30.40 ,$30.00 ,$24.00 ,,,$32.80 ,$30.40 ,$30.00 ,$32.80 ,$30.00 ,$29.60 ,,$34.40 ,,$35.20 ,,$25.20 ,$32.80 ,$31.20 ,$29.60 ,,$30.40 ,$26.00 ,$22.40 ,$35.20 
OP_RX-81000000-ERX311770,OUTPATIENT,DEHYDRATED ALCHOLOL 99% SOLN,,,250,"$3,000.00 ","$2,400.00 ","$2,460.00 ","$2,280.00 ","$2,250.00 ",,"$2,460.00 ","$2,280.00 ","$2,250.00 ","$1,680.00 ",,"$2,460.00 ","$2,280.00 ","$2,250.00 ","$1,800.00 ",,,"$2,460.00 ","$2,280.00 ","$2,250.00 ","$2,460.00 ","$2,250.00 ","$2,220.00 ",,"$2,580.00 ",,"$2,640.00 ",,"$1,890.00 ","$2,460.00 ","$2,340.00 ","$2,220.00 ",,"$2,280.00 ","$1,950.00 ","$1,680.00 ","$2,640.00 "
OP_RX-81000000-ERX312123,OUTPATIENT,LIDOCAINE TOPICAL GEL 2% GEL 5 ML TUBE,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX31359,OUTPATIENT,TOBRAMYCIN/DEXAMETHASONE 0.3%/0.1% OINT 3.5 G TUBE,,,250,"$1,095.40 ",$876.32 ,$898.23 ,$832.50 ,$821.55 ,,$898.23 ,$832.50 ,$821.55 ,$613.42 ,,$898.23 ,$832.50 ,$821.55 ,$657.24 ,,,$898.23 ,$832.50 ,$821.55 ,$898.23 ,$821.55 ,$810.60 ,,$942.04 ,,$963.95 ,,$690.10 ,$898.23 ,$854.41 ,$810.60 ,,$832.50 ,$712.01 ,$613.42 ,$963.95 
OP_RX-81000000-ERX314529,OUTPATIENT,LIDOCAINE HCL URETHRAL/MUCOSAL 2 % PRSY,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX31466,OUTPATIENT,"POLYMYXIN/TRIMETHOPRIM 10,000 UNITS/ML-0.1% SOLN 10 ML BOTTLE",,,250,$87.10 ,$69.68 ,$71.42 ,$66.20 ,$65.33 ,,$71.42 ,$66.20 ,$65.33 ,$48.78 ,,$71.42 ,$66.20 ,$65.33 ,$52.26 ,,,$71.42 ,$66.20 ,$65.33 ,$71.42 ,$65.33 ,$64.45 ,,$74.91 ,,$76.65 ,,$54.87 ,$71.42 ,$67.94 ,$64.45 ,,$66.20 ,$56.62 ,$48.78 ,$76.65 
OP_RX-81000000-ERX31474,OUTPATIENT,SULFAMETHOXAZOLE/TRIMETHOPRIM 800MG/160MG TABS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.40 ,$11.25 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$9.00 ,,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$9.75 ,$8.40 ,$13.20 
OP_RX-81000000-ERX31576,OUTPATIENT,URSODIOL 300MG CAPS,,,250,$47.19 ,$37.75 ,$38.70 ,$35.86 ,$35.39 ,,$38.70 ,$35.86 ,$35.39 ,$26.43 ,,$38.70 ,$35.86 ,$35.39 ,$28.31 ,,,$38.70 ,$35.86 ,$35.39 ,$38.70 ,$35.39 ,$34.92 ,,$40.58 ,,$41.53 ,,$29.73 ,$38.70 ,$36.81 ,$34.92 ,,$35.86 ,$30.67 ,$26.43 ,$41.53 
OP_RX-81000000-ERX31589,OUTPATIENT,VANCOMYCIN 125MG CAPS,,,250,$100.00 ,$80.00 ,$82.00 ,$76.00 ,$75.00 ,,$82.00 ,$76.00 ,$75.00 ,$56.00 ,,$82.00 ,$76.00 ,$75.00 ,$60.00 ,,,$82.00 ,$76.00 ,$75.00 ,$82.00 ,$75.00 ,$74.00 ,,$86.00 ,,$88.00 ,,$63.00 ,$82.00 ,$78.00 ,$74.00 ,,$76.00 ,$65.00 ,$56.00 ,$88.00 
OP_RX-81000000-ERX316833,OUTPATIENT,HYDROCORTISONE 2.5% CREA 30 G TUBE,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX316839,OUTPATIENT,PRAMOXINE 1% FOAM 15 G CAN,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX31766,OUTPATIENT,ZOLPIDEM 5MG TABS,,,250,$40.00 ,$32.00 ,$32.80 ,$30.40 ,$30.00 ,,$32.80 ,$30.40 ,$30.00 ,$22.40 ,,$32.80 ,$30.40 ,$30.00 ,$24.00 ,,,$32.80 ,$30.40 ,$30.00 ,$32.80 ,$30.00 ,$29.60 ,,$34.40 ,,$35.20 ,,$25.20 ,$32.80 ,$31.20 ,$29.60 ,,$30.40 ,$26.00 ,$22.40 ,$35.20 
OP_RX-81000000-ERX324497,OUTPATIENT,FLUTICASONE/SALMETEROL 100MCG/50MCG AEPB,,,250,"$1,200.00 ",$960.00 ,$984.00 ,$912.00 ,$900.00 ,,$984.00 ,$912.00 ,$900.00 ,$672.00 ,,$984.00 ,$912.00 ,$900.00 ,$720.00 ,,,$984.00 ,$912.00 ,$900.00 ,$984.00 ,$900.00 ,$888.00 ,,"$1,032.00 ",,"$1,056.00 ",,$756.00 ,$984.00 ,$936.00 ,$888.00 ,,$912.00 ,$780.00 ,$672.00 ,"$1,056.00 "
OP_RX-81000000-ERX32704,OUTPATIENT,MECLIZINE 25MG TABS,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX33014,OUTPATIENT,POTASSIUM CHLORIDE CR 10MEQ TBCR,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.40 ,$11.25 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$9.00 ,,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$9.75 ,$8.40 ,$13.20 
OP_RX-81000000-ERX35096,OUTPATIENT,VERAPAMIL ER 240MG TBCR,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.40 ,$11.25 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$9.00 ,,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$9.75 ,$8.40 ,$13.20 
OP_RX-81000000-ERX35162,OUTPATIENT,LISINOPRIL 2.5MG TABS,,,250,$7.50 ,$6.00 ,$6.15 ,$5.70 ,$5.63 ,,$6.15 ,$5.70 ,$5.63 ,$4.20 ,,$6.15 ,$5.70 ,$5.63 ,$4.50 ,,,$6.15 ,$5.70 ,$5.63 ,$6.15 ,$5.63 ,$5.55 ,,$6.45 ,,$6.60 ,,$4.73 ,$6.15 ,$5.85 ,$5.55 ,,$5.70 ,$4.88 ,$4.20 ,$6.60 
OP_RX-81000000-ERX35281,OUTPATIENT,VALACYCLOVIR 500MG TABS,,,250,$39.73 ,$31.78 ,$32.58 ,$30.19 ,$29.80 ,,$32.58 ,$30.19 ,$29.80 ,$22.25 ,,$32.58 ,$30.19 ,$29.80 ,$23.84 ,,,$32.58 ,$30.19 ,$29.80 ,$32.58 ,$29.80 ,$29.40 ,,$34.17 ,,$34.96 ,,$25.03 ,$32.58 ,$30.99 ,$29.40 ,,$30.19 ,$25.82 ,$22.25 ,$34.96 
OP_RX-81000000-ERX35866,OUTPATIENT,MORPHINE 12HR-CR 30MG TBCR,,,250,$40.00 ,$32.00 ,$32.80 ,$30.40 ,$30.00 ,,$32.80 ,$30.40 ,$30.00 ,$22.40 ,,$32.80 ,$30.40 ,$30.00 ,$24.00 ,,,$32.80 ,$30.40 ,$30.00 ,$32.80 ,$30.00 ,$29.60 ,,$34.40 ,,$35.20 ,,$25.20 ,$32.80 ,$31.20 ,$29.60 ,,$30.40 ,$26.00 ,$22.40 ,$35.20 
OP_RX-81000000-ERX36128,OUTPATIENT,BISACODYL EC 5MG TBEC,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX36377,OUTPATIENT,NEOMYCIN/POLYMYXIN B SOLN 1 ML AMPULE,,,250,$95.59 ,$76.47 ,$78.38 ,$72.65 ,$71.69 ,,$78.38 ,$72.65 ,$71.69 ,$53.53 ,,$78.38 ,$72.65 ,$71.69 ,$57.35 ,,,$78.38 ,$72.65 ,$71.69 ,$78.38 ,$71.69 ,$70.74 ,,$82.21 ,,$84.12 ,,$60.22 ,$78.38 ,$74.56 ,$70.74 ,,$72.65 ,$62.13 ,$53.53 ,$84.12 
OP_RX-81000000-ERX36392,OUTPATIENT,FLUCONAZOLE 150MG TABS,,,250,$56.04 ,$44.83 ,$45.95 ,$42.59 ,$42.03 ,,$45.95 ,$42.59 ,$42.03 ,$31.38 ,,$45.95 ,$42.59 ,$42.03 ,$33.62 ,,,$45.95 ,$42.59 ,$42.03 ,$45.95 ,$42.03 ,$41.47 ,,$48.19 ,,$49.32 ,,$35.31 ,$45.95 ,$43.71 ,$41.47 ,,$42.59 ,$36.43 ,$31.38 ,$49.32 
OP_RX-81000000-ERX3739,OUTPATIENT,CALCIUM CHLORIDE 10% SOLN,,,250,$75.00 ,$60.00 ,$61.50 ,$57.00 ,$56.25 ,,$61.50 ,$57.00 ,$56.25 ,$42.00 ,,$61.50 ,$57.00 ,$56.25 ,$45.00 ,,,$61.50 ,$57.00 ,$56.25 ,$61.50 ,$56.25 ,$55.50 ,,$64.50 ,,$66.00 ,,$47.25 ,$61.50 ,$58.50 ,$55.50 ,,$57.00 ,$48.75 ,$42.00 ,$66.00 
OP_RX-81000000-ERX37579,OUTPATIENT,LAMOTRIGINE 100MG TABS,,,250,$7.50 ,$6.00 ,$6.15 ,$5.70 ,$5.63 ,,$6.15 ,$5.70 ,$5.63 ,$4.20 ,,$6.15 ,$5.70 ,$5.63 ,$4.50 ,,,$6.15 ,$5.70 ,$5.63 ,$6.15 ,$5.63 ,$5.55 ,,$6.45 ,,$6.60 ,,$4.73 ,$6.15 ,$5.85 ,$5.55 ,,$5.70 ,$4.88 ,$4.20 ,$6.60 
OP_RX-81000000-ERX37699,OUTPATIENT,PANTOPRAZOLE 40MG TBEC,,,250,$28.97 ,$23.18 ,$23.76 ,$22.02 ,$21.73 ,,$23.76 ,$22.02 ,$21.73 ,$16.22 ,,$23.76 ,$22.02 ,$21.73 ,$17.38 ,,,$23.76 ,$22.02 ,$21.73 ,$23.76 ,$21.73 ,$21.44 ,,$24.91 ,,$25.49 ,,$18.25 ,$23.76 ,$22.60 ,$21.44 ,,$22.02 ,$18.83 ,$16.22 ,$25.49 
OP_RX-81000000-ERX37714,OUTPATIENT,LEVETIRACETAM 500MG TABS,,,250,$14.50 ,$11.60 ,$11.89 ,$11.02 ,$10.88 ,,$11.89 ,$11.02 ,$10.88 ,$8.12 ,,$11.89 ,$11.02 ,$10.88 ,$8.70 ,,,$11.89 ,$11.02 ,$10.88 ,$11.89 ,$10.88 ,$10.73 ,,$12.47 ,,$12.76 ,,$9.14 ,$11.89 ,$11.31 ,$10.73 ,,$11.02 ,$9.43 ,$8.12 ,$12.76 
OP_RX-81000000-ERX38143,OUTPATIENT,MINERAL OIL LIGHT OIL 10 ML VIAL,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX38806,OUTPATIENT,DINOPROSTONE 10MG INST,,,250,"$1,500.00 ","$1,200.00 ","$1,230.00 ","$1,140.00 ","$1,125.00 ",,"$1,230.00 ","$1,140.00 ","$1,125.00 ",$840.00 ,,"$1,230.00 ","$1,140.00 ","$1,125.00 ",$900.00 ,,,"$1,230.00 ","$1,140.00 ","$1,125.00 ","$1,230.00 ","$1,125.00 ","$1,110.00 ",,"$1,290.00 ",,"$1,320.00 ",,$945.00 ,"$1,230.00 ","$1,170.00 ","$1,110.00 ",,"$1,140.00 ",$975.00 ,$840.00 ,"$1,320.00 "
OP_RX-81000000-ERX39140,OUTPATIENT,TERAZOSIN 2MG CAPS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.40 ,$11.25 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$9.00 ,,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$9.75 ,$8.40 ,$13.20 
OP_RX-81000000-ERX39326,OUTPATIENT,TRAMADOL 50MG TABS,,,250,$40.00 ,$32.00 ,$32.80 ,$30.40 ,$30.00 ,,$32.80 ,$30.40 ,$30.00 ,$22.40 ,,$32.80 ,$30.40 ,$30.00 ,$24.00 ,,,$32.80 ,$30.40 ,$30.00 ,$32.80 ,$30.00 ,$29.60 ,,$34.40 ,,$35.20 ,,$25.20 ,$32.80 ,$31.20 ,$29.60 ,,$30.40 ,$26.00 ,$22.40 ,$35.20 
OP_RX-81000000-ERX39756,OUTPATIENT,ONDANSETRON ODT 4MG TBDP,Q0162,,250,$89.17 ,$71.34 ,$73.12 ,$67.77 ,$66.88 ,,$73.12 ,$67.77 ,$66.88 ,$49.94 ,,$73.12 ,$67.77 ,$66.88 ,$53.50 ,,,$73.12 ,$67.77 ,$66.88 ,$73.12 ,$66.88 ,$65.99 ,,$76.69 ,,$78.47 ,,$56.18 ,$73.12 ,$69.55 ,$0.00 ,,$0.00 ,$0.00 ,$0.00 ,$78.47 
OP_RX-81000000-ERX39801,OUTPATIENT,LOSARTAN 50MG TABS,,,250,$15.00 ,$12.00 ,$12.30 ,$11.40 ,$11.25 ,,$12.30 ,$11.40 ,$11.25 ,$8.40 ,,$12.30 ,$11.40 ,$11.25 ,$9.00 ,,,$12.30 ,$11.40 ,$11.25 ,$12.30 ,$11.25 ,$11.10 ,,$12.90 ,,$13.20 ,,$9.45 ,$12.30 ,$11.70 ,$11.10 ,,$11.40 ,$9.75 ,$8.40 ,$13.20 
OP_RX-81000000-ERX40626,OUTPATIENT,VENLAFAXINE 24HR-ER 37.5MG CP24,,,250,$20.58 ,$16.46 ,$16.88 ,$15.64 ,$15.44 ,,$16.88 ,$15.64 ,$15.44 ,$11.52 ,,$16.88 ,$15.64 ,$15.44 ,$12.35 ,,,$16.88 ,$15.64 ,$15.44 ,$16.88 ,$15.44 ,$15.23 ,,$17.70 ,,$18.11 ,,$12.97 ,$16.88 ,$16.05 ,$15.23 ,,$15.64 ,$13.38 ,$11.52 ,$18.11 
OP_RX-81000000-ERX40634,OUTPATIENT,NICOTINE 14MG/24HR PT24,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX40637,OUTPATIENT,NICOTINE 21MG/24HR PT24,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX40794,OUTPATIENT,LIDOCAINE VISCOUS 2% SOLN 15 ML CUP,,,250,$30.00 ,$24.00 ,$24.60 ,$22.80 ,$22.50 ,,$24.60 ,$22.80 ,$22.50 ,$16.80 ,,$24.60 ,$22.80 ,$22.50 ,$18.00 ,,,$24.60 ,$22.80 ,$22.50 ,$24.60 ,$22.50 ,$22.20 ,,$25.80 ,,$26.40 ,,$18.90 ,$24.60 ,$23.40 ,$22.20 ,,$22.80 ,$19.50 ,$16.80 ,$26.40 
OP_RX-81000000-ERX41183,OUTPATIENT,POLYVINYL ALCOHOL 1.4% SOLN 15 ML BOTTLE,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX41296,OUTPATIENT,GELATIN ABSORBABLE 12 - 7MM MISC,,,250,$55.00 ,$44.00 ,$45.10 ,$41.80 ,$41.25 ,,$45.10 ,$41.80 ,$41.25 ,$30.80 ,,$45.10 ,$41.80 ,$41.25 ,$33.00 ,,,$45.10 ,$41.80 ,$41.25 ,$45.10 ,$41.25 ,$40.70 ,,$47.30 ,,$48.40 ,,$34.65 ,$45.10 ,$42.90 ,$40.70 ,,$41.80 ,$35.75 ,$30.80 ,$48.40 
OP_RX-81000000-ERX41637,OUTPATIENT,BENZOCAINE/MENTHOL AERO 78 G CAN,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX41913,OUTPATIENT,NITROGLYCERIN SOLN,,,250,$75.00 ,$60.00 ,$61.50 ,$57.00 ,$56.25 ,,$61.50 ,$57.00 ,$56.25 ,$42.00 ,,$61.50 ,$57.00 ,$56.25 ,$45.00 ,,,$61.50 ,$57.00 ,$56.25 ,$61.50 ,$56.25 ,$55.50 ,,$64.50 ,,$66.00 ,,$47.25 ,$61.50 ,$58.50 ,$55.50 ,,$57.00 ,$48.75 ,$42.00 ,$66.00 
OP_RX-81000000-ERX42779,OUTPATIENT,FERRIC SUBSULFATE 259MG/G SOLN,,,250,$2.00 ,$1.60 ,$1.64 ,$1.52 ,$1.50 ,,$1.64 ,$1.52 ,$1.50 ,$1.12 ,,$1.64 ,$1.52 ,$1.50 ,$1.20 ,,,$1.64 ,$1.52 ,$1.50 ,$1.64 ,$1.50 ,$1.48 ,,$1.72 ,,$1.76 ,,$1.26 ,$1.64 ,$1.56 ,$1.48 ,,$1.52 ,$1.30 ,$1.12 ,$1.76 
OP_RX-81000000-ERX42925,OUTPATIENT,AMOXICILLIN/CLAVULANATE 875MG/125MG TABS,,,250,$27.79 ,$22.23 ,$22.79 ,$21.12 ,$20.84 ,,$22.79 ,$21.12 ,$20.84 ,$15.56 ,,$22.79 ,$21.12 ,$20.84 ,$16.67 ,,,$22.79 ,$21.12 ,$20.84 ,$22.79 ,$20.84 ,$20.56 ,,$23.90 ,,$24.46 ,,$17.51 ,$22.79 ,$21.68 ,$20.56 ,,$21.12 ,$18.06 ,$15.56 ,$24.46 
OP_RX-81000000-ERX43380,OUTPATIENT,PAROXETINE HCL 10MG TABS,,,250,$15.48 ,$12.38 ,$12.69 ,$11.76 ,$11.61 ,,$12.69 ,$11.76 ,$11.61 ,$8.67 ,,$12.69 ,$11.76 ,$11.61 ,$9.29 ,,,$12.69 ,$11.76 ,$11.61 ,$12.69 ,$11.61 ,$11.46 ,,$13.31 ,,$13.62 ,,$9.75 ,$12.69 ,$12.07 ,$11.46 ,,$11.76 ,$10.06 ,$8.67 ,$13.62 
OP_RX-81000000-ERX43686,OUTPATIENT,MELATONIN 3MG TABS,,,250,$0.67 ,$0.54 ,$0.55 ,$0.51 ,$0.50 ,,$0.55 ,$0.51 ,$0.50 ,$0.38 ,,$0.55 ,$0.51 ,$0.50 ,$0.40 ,,,$0.55 ,$0.51 ,$0.50 ,$0.55 ,$0.50 ,$0.50 ,,$0.58 ,,$0.59 ,,$0.42 ,$0.55 ,$0.52 ,$0.50 ,,$0.51 ,$0.44 ,$0.38 ,$0.59 
