Date of Last Update,12/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,SERVICE_SETTING,DESCRIPTION,CPT,NDC,REVENUE_CODE,Gross Charge,Discounted Cash Price,Aetna Commercial Out of Network,Aetna Commercial Out of Network - Emergency Services,Aetna HMO/PPO,Anthem Blue Cross Commercial Out of Network,Anthem Blue Cross Commercial Out of Network - Emergency Services,Anthem HMO/PPO,Anthem Individual,Blue Shield Commercial Out of Network,Blue Shield Commercial Out of Network - Emergency Services,Blue Shield HMO / PPO,Blue Shield Individual,Cigna Commercial Out of Network,Cigna Commercial Out of Network - Emergency Services,Cigna HMO/PPO,Health Net Commercial Out of Network,Health Net Commercial Out of Network - Emergency Services,Health Net HMO / PPO,HealthSmart PPO,Multiplan PPO,Partnership Health Plan,United Commercial Out of Network,United Commercial Out of Network - Emergency Services,United HMO / POS,United PPO,United Signature Value Alliance,Minimum Negotiated Price,Maximum Negotiated Price
OP_RX-81000000-ERX26577,OUTPATIENT,CYCLOPENTOLATE/PHENYLEPHRINE 0.2%-1% SOLN 2 ML BOTTLE,,,250,$190.10 ,$152.08 ,$153.98 ,$153.98 ,$153.98 ,$152.08 ,$152.08 ,$152.08 ,$152.08 ,$152.08 ,$152.08 ,$152.08 ,$152.08 ,$171.09 ,$171.09 ,$171.09 ,$161.59 ,$161.59 ,$161.59 ,$171.09 ,$171.09 ,,$171.09 ,$171.09 ,$171.09 ,$171.09 ,$171.09 ,$152.08 ,$171.09 
OP_RX-81000000-ERX27068,OUTPATIENT,DOXAZOSIN 1MG TABS,,,250,$20.71 ,$16.57 ,$16.78 ,$16.78 ,$16.78 ,$16.57 ,$16.57 ,$16.57 ,$16.57 ,$16.57 ,$16.57 ,$16.57 ,$16.57 ,$18.64 ,$18.64 ,$18.64 ,$17.60 ,$17.60 ,$17.60 ,$18.64 ,$18.64 ,,$18.64 ,$18.64 ,$18.64 ,$18.64 ,$18.64 ,$16.57 ,$18.64 
OP_RX-81000000-ERX27123,OUTPATIENT,ENALAPRIL 5MG TABS,,,250,$8.49 ,$6.79 ,$6.88 ,$6.88 ,$6.88 ,$6.79 ,$6.79 ,$6.79 ,$6.79 ,$6.79 ,$6.79 ,$6.79 ,$6.79 ,$7.64 ,$7.64 ,$7.64 ,$7.22 ,$7.22 ,$7.22 ,$7.64 ,$7.64 ,,$7.64 ,$7.64 ,$7.64 ,$7.64 ,$7.64 ,$6.79 ,$7.64 
OP_RX-81000000-ERX27126,OUTPATIENT,ENALAPRILAT 1.25MG/ML INJ,,,250,$75.00 ,$60.00 ,$60.75 ,$60.75 ,$60.75 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$67.50 ,$67.50 ,$67.50 ,$63.75 ,$63.75 ,$63.75 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$60.00 ,$67.50 
OP_RX-81000000-ERX27209,OUTPATIENT,CEPHALEXIN 250MG CAPS,,,250,$7.50 ,$6.00 ,$6.08 ,$6.08 ,$6.08 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.75 ,$6.75 ,$6.75 ,$6.38 ,$6.38 ,$6.38 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.00 ,$6.75 
OP_RX-81000000-ERX27213,OUTPATIENT,CEPHALEXIN 250MG/5ML SUSR,,,250,$12.73 ,$10.18 ,$10.31 ,$10.31 ,$10.31 ,$10.18 ,$10.18 ,$10.18 ,$10.18 ,$10.18 ,$10.18 ,$10.18 ,$10.18 ,$11.46 ,$11.46 ,$11.46 ,$10.82 ,$10.82 ,$10.82 ,$11.46 ,$11.46 ,,$11.46 ,$11.46 ,$11.46 ,$11.46 ,$11.46 ,$10.18 ,$11.46 
OP_RX-81000000-ERX27367,OUTPATIENT,FAMOTIDINE 20MG TABS,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
OP_RX-81000000-ERX27461,OUTPATIENT,FLECAINIDE 50MG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX27471,OUTPATIENT,FLUCONAZOLE 100MG TABS,,,250,$72.00 ,$57.60 ,$58.32 ,$58.32 ,$58.32 ,$57.60 ,$57.60 ,$57.60 ,$57.60 ,$57.60 ,$57.60 ,$57.60 ,$57.60 ,$64.80 ,$64.80 ,$64.80 ,$61.20 ,$61.20 ,$61.20 ,$64.80 ,$64.80 ,,$64.80 ,$64.80 ,$64.80 ,$64.80 ,$64.80 ,$57.60 ,$64.80 
OP_RX-81000000-ERX27481,OUTPATIENT,FLUDROCORTISONE 0.1MG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX27520,OUTPATIENT,FLUOXETINE 10MG CAPS,,,250,$10.11 ,$8.09 ,$8.19 ,$8.19 ,$8.19 ,$8.09 ,$8.09 ,$8.09 ,$8.09 ,$8.09 ,$8.09 ,$8.09 ,$8.09 ,$9.10 ,$9.10 ,$9.10 ,$8.59 ,$8.59 ,$8.59 ,$9.10 ,$9.10 ,,$9.10 ,$9.10 ,$9.10 ,$9.10 ,$9.10 ,$8.09 ,$9.10 
OP_RX-81000000-ERX27521,OUTPATIENT,FLUOXETINE 20MG CAPS,,,250,$13.66 ,$10.93 ,$11.06 ,$11.06 ,$11.06 ,$10.93 ,$10.93 ,$10.93 ,$10.93 ,$10.93 ,$10.93 ,$10.93 ,$10.93 ,$12.29 ,$12.29 ,$12.29 ,$11.61 ,$11.61 ,$11.61 ,$12.29 ,$12.29 ,,$12.29 ,$12.29 ,$12.29 ,$12.29 ,$12.29 ,$10.93 ,$12.29 
OP_RX-81000000-ERX27545,OUTPATIENT,FLURBIPROFEN 0.03% SOLN 2.5 ML BOTTLE,,,250,$216.00 ,$172.80 ,$174.96 ,$174.96 ,$174.96 ,$172.80 ,$172.80 ,$172.80 ,$172.80 ,$172.80 ,$172.80 ,$172.80 ,$172.80 ,$194.40 ,$194.40 ,$194.40 ,$183.60 ,$183.60 ,$183.60 ,$194.40 ,$194.40 ,,$194.40 ,$194.40 ,$194.40 ,$194.40 ,$194.40 ,$172.80 ,$194.40 
OP_RX-81000000-ERX2762,OUTPATIENT,BENZONATATE 100MG CAPS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX27642,OUTPATIENT,GLIPIZIDE 5MG TABS,,,250,$7.50 ,$6.00 ,$6.08 ,$6.08 ,$6.08 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.75 ,$6.75 ,$6.75 ,$6.38 ,$6.38 ,$6.38 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.00 ,$6.75 
OP_RX-81000000-ERX2776,OUTPATIENT,BENZTROPINE 0.5MG TABS,,,250,$7.50 ,$6.00 ,$6.08 ,$6.08 ,$6.08 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.75 ,$6.75 ,$6.75 ,$6.38 ,$6.38 ,$6.38 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.00 ,$6.75 
OP_RX-81000000-ERX27893,OUTPATIENT,HYDROXYCHLOROQUINE 200MG TABS,,,250,$5.91 ,$4.73 ,$4.79 ,$4.79 ,$4.79 ,$4.73 ,$4.73 ,$4.73 ,$4.73 ,$4.73 ,$4.73 ,$4.73 ,$4.73 ,$5.32 ,$5.32 ,$5.32 ,$5.02 ,$5.02 ,$5.02 ,$5.32 ,$5.32 ,,$5.32 ,$5.32 ,$5.32 ,$5.32 ,$5.32 ,$4.73 ,$5.32 
OP_RX-81000000-ERX27895,OUTPATIENT,HYDROXYUREA 500MG CAPS,,,250,$40.00 ,$32.00 ,$32.40 ,$32.40 ,$32.40 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$36.00 ,$36.00 ,$36.00 ,$34.00 ,$34.00 ,$34.00 ,$36.00 ,$36.00 ,,$36.00 ,$36.00 ,$36.00 ,$36.00 ,$36.00 ,$32.00 ,$36.00 
OP_RX-81000000-ERX27912,OUTPATIENT,IBUPROFEN 100MG/5ML SUSP,,,250,$5.68 ,$4.54 ,$4.60 ,$4.60 ,$4.60 ,$4.54 ,$4.54 ,$4.54 ,$4.54 ,$4.54 ,$4.54 ,$4.54 ,$4.54 ,$5.11 ,$5.11 ,$5.11 ,$4.83 ,$4.83 ,$4.83 ,$5.11 ,$5.11 ,,$5.11 ,$5.11 ,$5.11 ,$5.11 ,$5.11 ,$4.54 ,$5.11 
OP_RX-81000000-ERX27944,OUTPATIENT,INDIGOTINDISULFONATE 8MG/ML SOLN,,,250,$10.08 ,$8.06 ,$8.16 ,$8.16 ,$8.16 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$8.06 ,$9.07 ,$9.07 ,$9.07 ,$8.57 ,$8.57 ,$8.57 ,$9.07 ,$9.07 ,,$9.07 ,$9.07 ,$9.07 ,$9.07 ,$9.07 ,$8.06 ,$9.07 
OP_RX-81000000-ERX282,OUTPATIENT,ACETAMINOPHEN 160MG/5ML SOLN,,,250,$50.77 ,$40.62 ,$41.12 ,$41.12 ,$41.12 ,$40.62 ,$40.62 ,$40.62 ,$40.62 ,$40.62 ,$40.62 ,$40.62 ,$40.62 ,$45.69 ,$45.69 ,$45.69 ,$43.15 ,$43.15 ,$43.15 ,$45.69 ,$45.69 ,,$45.69 ,$45.69 ,$45.69 ,$45.69 ,$45.69 ,$40.62 ,$45.69 
OP_RX-81000000-ERX28205,OUTPATIENT,ISOSORBIDE MONONITRATE 24HR-CR 60MG TB24,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX28225,OUTPATIENT,LABETALOL 200MG TABS,,,250,$7.50 ,$6.00 ,$6.08 ,$6.08 ,$6.08 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.75 ,$6.75 ,$6.75 ,$6.38 ,$6.38 ,$6.38 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.00 ,$6.75 
OP_RX-81000000-ERX283,OUTPATIENT,ACETAMINOPHEN 325MG TABS,,,250,$5.04 ,$4.03 ,$4.08 ,$4.08 ,$4.08 ,$4.03 ,$4.03 ,$4.03 ,$4.03 ,$4.03 ,$4.03 ,$4.03 ,$4.03 ,$4.54 ,$4.54 ,$4.54 ,$4.28 ,$4.28 ,$4.28 ,$4.54 ,$4.54 ,,$4.54 ,$4.54 ,$4.54 ,$4.54 ,$4.54 ,$4.03 ,$4.54 
OP_RX-81000000-ERX28324,OUTPATIENT,"LIDOCAINE/EPINEPHRINE 1%-1:100,000 SOLN 20 ML VIAL",,,250,$75.00 ,$60.00 ,$60.75 ,$60.75 ,$60.75 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$67.50 ,$67.50 ,$67.50 ,$63.75 ,$63.75 ,$63.75 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$60.00 ,$67.50 
OP_RX-81000000-ERX28327,OUTPATIENT,"LIDOCAINE/EPINEPHRINE 2%-1:100,000 SOLN 20 ML VIAL",,,250,$75.00 ,$60.00 ,$60.75 ,$60.75 ,$60.75 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$60.00 ,$67.50 ,$67.50 ,$67.50 ,$63.75 ,$63.75 ,$63.75 ,$67.50 ,$67.50 ,,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$67.50 ,$60.00 ,$67.50 
OP_RX-81000000-ERX28333,OUTPATIENT,LIDOCAINE-PRILOCAINE 2.5%-2.5% CREA 5 G TUBE,,,250,$30.00 ,$24.00 ,$24.30 ,$24.30 ,$24.30 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$24.00 ,$27.00 ,$27.00 ,$27.00 ,$25.50 ,$25.50 ,$25.50 ,$27.00 ,$27.00 ,,$27.00 ,$27.00 ,$27.00 ,$27.00 ,$27.00 ,$24.00 ,$27.00 
OP_RX-81000000-ERX28354,OUTPATIENT,LIOTHYRONINE 5MCG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX28360,OUTPATIENT,LISINOPRIL 10MG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX28362,OUTPATIENT,LISINOPRIL 5MG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX28385,OUTPATIENT,LORATADINE 10MG TABS,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
OP_RX-81000000-ERX284,OUTPATIENT,ACETAMINOPHEN 500MG TABS,,,250,$5.04 ,$4.03 ,$4.08 ,$4.08 ,$4.08 ,$4.03 ,$4.03 ,$4.03 ,$4.03 ,$4.03 ,$4.03 ,$4.03 ,$4.03 ,$4.54 ,$4.54 ,$4.54 ,$4.28 ,$4.28 ,$4.28 ,$4.54 ,$4.54 ,,$4.54 ,$4.54 ,$4.54 ,$4.54 ,$4.54 ,$4.03 ,$4.54 
OP_RX-81000000-ERX28557,OUTPATIENT,METFORMIN 500MG TABS,,,250,$7.50 ,$6.00 ,$6.08 ,$6.08 ,$6.08 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.00 ,$6.75 ,$6.75 ,$6.75 ,$6.38 ,$6.38 ,$6.38 ,$6.75 ,$6.75 ,,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.75 ,$6.00 ,$6.75 
OP_RX-81000000-ERX28593,OUTPATIENT,METHIMAZOLE 10MG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX286,OUTPATIENT,ACETAMINOPHEN 120MG SUPP,,,250,$10.18 ,$8.14 ,$8.25 ,$8.25 ,$8.25 ,$8.14 ,$8.14 ,$8.14 ,$8.14 ,$8.14 ,$8.14 ,$8.14 ,$8.14 ,$9.16 ,$9.16 ,$9.16 ,$8.65 ,$8.65 ,$8.65 ,$9.16 ,$9.16 ,,$9.16 ,$9.16 ,$9.16 ,$9.16 ,$9.16 ,$8.14 ,$9.16 
OP_RX-81000000-ERX28648,OUTPATIENT,METHYLERGONOVINE 0.2MG TABS,,,250,$12.26 ,$9.81 ,$9.93 ,$9.93 ,$9.93 ,$9.81 ,$9.81 ,$9.81 ,$9.81 ,$9.81 ,$9.81 ,$9.81 ,$9.81 ,$11.03 ,$11.03 ,$11.03 ,$10.42 ,$10.42 ,$10.42 ,$11.03 ,$11.03 ,,$11.03 ,$11.03 ,$11.03 ,$11.03 ,$11.03 ,$9.81 ,$11.03 
OP_RX-81000000-ERX28683,OUTPATIENT,METOLAZONE 2.5MG TABS,,,250,$18.10 ,$14.48 ,$14.66 ,$14.66 ,$14.66 ,$14.48 ,$14.48 ,$14.48 ,$14.48 ,$14.48 ,$14.48 ,$14.48 ,$14.48 ,$16.29 ,$16.29 ,$16.29 ,$15.39 ,$15.39 ,$15.39 ,$16.29 ,$16.29 ,,$16.29 ,$16.29 ,$16.29 ,$16.29 ,$16.29 ,$14.48 ,$16.29 
OP_RX-81000000-ERX288,OUTPATIENT,ACETAMINOPHEN 325MG SUPP,,,250,$10.05 ,$8.04 ,$8.14 ,$8.14 ,$8.14 ,$8.04 ,$8.04 ,$8.04 ,$8.04 ,$8.04 ,$8.04 ,$8.04 ,$8.04 ,$9.05 ,$9.05 ,$9.05 ,$8.54 ,$8.54 ,$8.54 ,$9.05 ,$9.05 ,,$9.05 ,$9.05 ,$9.05 ,$9.05 ,$9.05 ,$8.04 ,$9.05 
OP_RX-81000000-ERX28883,OUTPATIENT,MUPIROCIN 2% OINT 22 G TUBE,,,250,$33.32 ,$26.66 ,$26.99 ,$26.99 ,$26.99 ,$26.66 ,$26.66 ,$26.66 ,$26.66 ,$26.66 ,$26.66 ,$26.66 ,$26.66 ,$29.99 ,$29.99 ,$29.99 ,$28.32 ,$28.32 ,$28.32 ,$29.99 ,$29.99 ,,$29.99 ,$29.99 ,$29.99 ,$29.99 ,$29.99 ,$26.66 ,$29.99 
OP_RX-81000000-ERX28893,OUTPATIENT,CELECOXIB 100MG CAPS,,,250,$25.32 ,$20.26 ,$20.51 ,$20.51 ,$20.51 ,$20.26 ,$20.26 ,$20.26 ,$20.26 ,$20.26 ,$20.26 ,$20.26 ,$20.26 ,$22.79 ,$22.79 ,$22.79 ,$21.52 ,$21.52 ,$21.52 ,$22.79 ,$22.79 ,,$22.79 ,$22.79 ,$22.79 ,$22.79 ,$22.79 ,$20.26 ,$22.79 
OP_RX-81000000-ERX289,OUTPATIENT,ACETAMINOPHEN 650MG SUPP,,,250,$10.22 ,$8.18 ,$8.28 ,$8.28 ,$8.28 ,$8.18 ,$8.18 ,$8.18 ,$8.18 ,$8.18 ,$8.18 ,$8.18 ,$8.18 ,$9.20 ,$9.20 ,$9.20 ,$8.69 ,$8.69 ,$8.69 ,$9.20 ,$9.20 ,,$9.20 ,$9.20 ,$9.20 ,$9.20 ,$9.20 ,$8.18 ,$9.20 
OP_RX-81000000-ERX28902,OUTPATIENT,NALTREXONE 50MG TABS,,,250,$23.51 ,$18.81 ,$19.04 ,$19.04 ,$19.04 ,$18.81 ,$18.81 ,$18.81 ,$18.81 ,$18.81 ,$18.81 ,$18.81 ,$18.81 ,$21.16 ,$21.16 ,$21.16 ,$19.98 ,$19.98 ,$19.98 ,$21.16 ,$21.16 ,,$21.16 ,$21.16 ,$21.16 ,$21.16 ,$21.16 ,$18.81 ,$21.16 
OP_RX-81000000-ERX28927,OUTPATIENT,ISOSORBIDE MONONITRATE 24HR-CR 30MG TB24,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX29072,OUTPATIENT,NICOTINE 4MG GUM,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
OP_RX-81000000-ERX29075,OUTPATIENT,NIFEDIPINE 24HR-CC 30MG TB24,,,250,$7.67 ,$6.14 ,$6.21 ,$6.21 ,$6.21 ,$6.14 ,$6.14 ,$6.14 ,$6.14 ,$6.14 ,$6.14 ,$6.14 ,$6.14 ,$6.90 ,$6.90 ,$6.90 ,$6.52 ,$6.52 ,$6.52 ,$6.90 ,$6.90 ,,$6.90 ,$6.90 ,$6.90 ,$6.90 ,$6.90 ,$6.14 ,$6.90 
OP_RX-81000000-ERX29104,OUTPATIENT,NITROFURANTOIN 100MG CAPS,,,250,$10.45 ,$8.36 ,$8.46 ,$8.46 ,$8.46 ,$8.36 ,$8.36 ,$8.36 ,$8.36 ,$8.36 ,$8.36 ,$8.36 ,$8.36 ,$9.41 ,$9.41 ,$9.41 ,$8.88 ,$8.88 ,$8.88 ,$9.41 ,$9.41 ,,$9.41 ,$9.41 ,$9.41 ,$9.41 ,$9.41 ,$8.36 ,$9.41 
OP_RX-81000000-ERX29298,OUTPATIENT,OXYCODONE 5MG TABS,,,250,$40.00 ,$32.00 ,$32.40 ,$32.40 ,$32.40 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$32.00 ,$36.00 ,$36.00 ,$36.00 ,$34.00 ,$34.00 ,$34.00 ,$36.00 ,$36.00 ,,$36.00 ,$36.00 ,$36.00 ,$36.00 ,$36.00 ,$32.00 ,$36.00 
OP_RX-81000000-ERX29473,OUTPATIENT,PAROXETINE HCL 20MG TABS,,,250,$15.34 ,$12.27 ,$12.43 ,$12.43 ,$12.43 ,$12.27 ,$12.27 ,$12.27 ,$12.27 ,$12.27 ,$12.27 ,$12.27 ,$12.27 ,$13.81 ,$13.81 ,$13.81 ,$13.04 ,$13.04 ,$13.04 ,$13.81 ,$13.81 ,,$13.81 ,$13.81 ,$13.81 ,$13.81 ,$13.81 ,$12.27 ,$13.81 
OP_RX-81000000-ERX29626,OUTPATIENT,PERMETHRIN 1% LIQD 59 ML BOTTLE,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
OP_RX-81000000-ERX29766,OUTPATIENT,CHOLECALCIFEROL 400 UNITS TABS,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
OP_RX-81000000-ERX29968,OUTPATIENT,PHYTONADIONE 5MG TABS,,,250,$2.00 ,$1.60 ,$1.62 ,$1.62 ,$1.62 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.60 ,$1.80 ,$1.80 ,$1.80 ,$1.70 ,$1.70 ,$1.70 ,$1.80 ,$1.80 ,,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.80 ,$1.60 ,$1.80 
OP_RX-81000000-ERX30192,OUTPATIENT,PRAVASTATIN 20MG TABS,,,250,$13.73 ,$10.98 ,$11.12 ,$11.12 ,$11.12 ,$10.98 ,$10.98 ,$10.98 ,$10.98 ,$10.98 ,$10.98 ,$10.98 ,$10.98 ,$12.36 ,$12.36 ,$12.36 ,$11.67 ,$11.67 ,$11.67 ,$12.36 ,$12.36 ,,$12.36 ,$12.36 ,$12.36 ,$12.36 ,$12.36 ,$10.98 ,$12.36 
OP_RX-81000000-ERX30234,OUTPATIENT,PRIMIDONE 50MG TABS,,,250,$15.00 ,$12.00 ,$12.15 ,$12.15 ,$12.15 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$12.00 ,$13.50 ,$13.50 ,$13.50 ,$12.75 ,$12.75 ,$12.75 ,$13.50 ,$13.50 ,,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$13.50 ,$12.00 ,$13.50 
OP_RX-81000000-ERX303441,OUTPATIENT,UREA 15G PACK,,,250,$23.10 ,$18.48 ,$18.71 ,$18.71 ,$18.71 ,$18.48 ,$18.48 ,$18.48 ,$18.48 ,$18.48 ,$18.48 ,$18.48 ,$18.48 ,$20.79 ,$20.79 ,$20.79 ,$19.64 ,$19.64 ,$19.64 ,$20.79 ,$20.79 ,,$20.79 ,$20.79 ,$20.79 ,$20.79 ,$20.79 ,$18.48 ,$20.79 
